day,app,country,action,value
1/18/2013,Video,Jordan,Launched,95
1/18/2013,Video,Jordan,Subscribed,13
1/18/2013,Video,KSA,Installed,735
1/18/2013,Video,KSA,Launched,2691
1/18/2013,Video,KSA,Subscribed,598
1/18/2013,Video,Kuwait,Installed,1
1/18/2013,Video,Kuwait,Launched,14
1/18/2013,Video,Oman,Installed,160
1/18/2013,Video,Oman,Launched,325
1/18/2013,Video,Oman,Subscribed,92
1/18/2013,Video,Qatar,Installed,79
1/18/2013,Video,Qatar,Launched,220
1/18/2013,Video,Qatar,Subscribed,76
1/18/2013,Video,UAE,Confirmation rejected,7
1/18/2013,Video,UAE,Displayed confirmation,22
1/18/2013,Video,UAE,Installed,27
1/18/2013,Video,UAE,Launched,97
1/18/2013,Video,UAE,Subscribed,14
1/18/2013,VIP Games,Iraq,Launched,8
1/18/2013,VIP Games,Jordan,Installed,15
1/18/2013,VIP Games,Jordan,Launched,153
1/18/2013,VIP Games,Jordan,Subscribed,12
1/18/2013,VIP Games,KSA,Launched,16
1/18/2013,VIP Games,Kuwait,Launched,4
1/18/2013,VIP Games,Oman,Installed,122
1/18/2013,VIP Games,Oman,Launched,521
1/18/2013,VIP Games,Oman,Subscribed,74
1/18/2013,VIP Games,Qatar,Launched,5
1/18/2013,VIP Games,Qatar,Subscribed,2
1/18/2013,VIP Games,Russia,Launched,3
1/18/2013,VIP Games,UAE,Confirmation rejected,18
1/18/2013,VIP Games,UAE,Displayed confirmation,59
1/18/2013,VIP Games,UAE,Installed,108
1/18/2013,VIP Games,UAE,Launched,351
1/18/2013,VIP Games,UAE,Subscribed,64
1/18/2013,WallPapers,KSA,Launched,2
1/19/2013,Babelbay,Iraq,Installed,521
1/19/2013,Babelbay,Iraq,Launched,1219
1/19/2013,Babelbay,Iraq,Subscribed,262
1/19/2013,Babelbay,Jordan,Installed,58
1/19/2013,Babelbay,Jordan,Launched,459
1/19/2013,Babelbay,Jordan,Subscribed,57
1/19/2013,Babelbay,KSA,Launched,13
1/19/2013,Babelbay,Kuwait,Installed,9
1/19/2013,Babelbay,Kuwait,Launched,25
1/19/2013,Babelbay,Kuwait,Subscribed,4
1/19/2013,Babelbay,Oman,Launched,2
1/19/2013,Babelbay,Qatar,Installed,48
1/19/2013,Babelbay,Qatar,Launched,186
1/19/2013,Babelbay,Qatar,Subscribed,26
1/19/2013,Babelbay,UAE,Confirmation rejected,11
1/19/2013,Babelbay,UAE,Displayed confirmation,29
1/19/2013,Babelbay,UAE,Installed,84
1/19/2013,Babelbay,UAE,Launched,225
1/19/2013,Babelbay,UAE,Subscribed,43
1/19/2013,Ringtone,Azerbaijan,Installed,17
1/19/2013,Ringtone,Azerbaijan,Launched,41
1/19/2013,Ringtone,Azerbaijan,Subscribed,11
1/19/2013,Ringtone,Iraq,Installed,146
1/19/2013,Ringtone,Iraq,Launched,445
1/19/2013,Ringtone,Iraq,Subscribed,142
1/19/2013,Ringtone,Jordan,Launched,3
1/19/2013,Ringtone,KSA,Installed,55
1/19/2013,Ringtone,KSA,Launched,359
1/19/2013,Ringtone,KSA,Subscribed,59
1/19/2013,Ringtone,Kuwait,Installed,15
1/19/2013,Ringtone,Kuwait,Launched,47
1/19/2013,Ringtone,Kuwait,Subscribed,1
1/19/2013,Ringtone,Oman,Installed,127
1/19/2013,Ringtone,Oman,Launched,332
1/19/2013,Ringtone,Oman,Subscribed,80
1/19/2013,Ringtone,Qatar,Installed,32
1/19/2013,Ringtone,Qatar,Launched,217
1/19/2013,Ringtone,Sudan,Launched,1
1/19/2013,Ringtone,UAE,Confirmation rejected,1
1/19/2013,Ringtone,UAE,Displayed confirmation,12
1/19/2013,Ringtone,UAE,Installed,9
1/19/2013,Ringtone,UAE,Launched,81
1/19/2013,Ringtone,UAE,Subscribed,11
1/19/2013,Ringtone,Yemen,Launched,1
1/19/2013,Video,Azerbaijan,Installed,19
1/19/2013,Video,Azerbaijan,Launched,25
1/19/2013,Video,Azerbaijan,Subscribed,9
1/19/2013,Video,Iraq,Installed,169
1/19/2013,Video,Iraq,Launched,485
1/19/2013,Video,Iraq,Subscribed,154
1/19/2013,Video,Jordan,Installed,24
1/19/2013,Video,Jordan,Launched,108
1/19/2013,Video,Jordan,Subscribed,17
1/19/2013,Video,KSA,Installed,738
1/19/2013,Video,KSA,Launched,2645
1/19/2013,Video,KSA,Subscribed,540
1/19/2013,Video,Kuwait,Launched,5
1/19/2013,Video,Norway,Launched,1
1/19/2013,Video,Oman,Installed,107
1/19/2013,Video,Oman,Launched,249
1/19/2013,Video,Oman,Subscribed,66
1/19/2013,Video,Qatar,Installed,68
1/19/2013,Video,Qatar,Launched,220
1/19/2013,Video,Qatar,Subscribed,80
1/19/2013,Video,UAE,Confirmation rejected,4
1/19/2013,Video,UAE,Displayed confirmation,13
1/19/2013,Video,UAE,Installed,22
1/19/2013,Video,UAE,Launched,59
1/19/2013,Video,UAE,Subscribed,9
1/19/2013,VIP Games,Iraq,Launched,9
1/19/2013,VIP Games,Jordan,Installed,11
1/19/2013,VIP Games,Jordan,Launched,60
1/19/2013,VIP Games,Jordan,Subscribed,12
1/19/2013,VIP Games,KSA,Launched,8
1/19/2013,VIP Games,Kuwait,Launched,5
1/19/2013,VIP Games,Oman,Installed,60
1/19/2013,VIP Games,Oman,Launched,308
1/19/2013,VIP Games,Oman,Subscribed,33
1/19/2013,VIP Games,Qatar,Launched,3
1/19/2013,VIP Games,UAE,Confirmation rejected,10
1/19/2013,VIP Games,UAE,Displayed confirmation,31
1/19/2013,VIP Games,UAE,Installed,61
1/19/2013,VIP Games,UAE,Launched,280
1/19/2013,VIP Games,UAE,Subscribed,44
1/19/2013,WallPapers,Qatar,Launched,1
1/19/2013,WallPapers,UAE,Launched,5
1/20/2013,Babelbay,Iraq,Installed,508
1/20/2013,Babelbay,Iraq,Launched,1372
1/20/2013,Babelbay,Iraq,Subscribed,361
1/20/2013,Babelbay,Jordan,Installed,47
1/20/2013,Babelbay,Jordan,Launched,311
1/20/2013,Babelbay,Jordan,Subscribed,31
1/20/2013,Babelbay,Kuwait,Installed,9
1/20/2013,Babelbay,Kuwait,Launched,48
1/20/2013,Babelbay,Kuwait,Subscribed,5
1/20/2013,Babelbay,Oman,Launched,4
1/20/2013,Babelbay,Qatar,Installed,56
1/20/2013,Babelbay,Qatar,Launched,202
1/20/2013,Babelbay,Qatar,Subscribed,22
1/20/2013,Babelbay,UAE,Confirmation rejected,6
1/20/2013,Babelbay,UAE,Displayed confirmation,31
1/20/2013,Babelbay,UAE,Installed,64
1/20/2013,Babelbay,UAE,Launched,217
1/20/2013,Babelbay,UAE,Subscribed,44
1/20/2013,Ringtone,Azerbaijan,Installed,28
1/20/2013,Ringtone,Azerbaijan,Launched,62
1/20/2013,Ringtone,Azerbaijan,Subscribed,17
1/20/2013,Ringtone,Iraq,Installed,136
1/20/2013,Ringtone,Iraq,Launched,426
1/20/2013,Ringtone,Iraq,Subscribed,123
1/20/2013,Ringtone,Jordan,Launched,4
1/20/2013,Ringtone,KSA,Installed,38
1/20/2013,Ringtone,KSA,Launched,326
1/20/2013,Ringtone,KSA,Subscribed,76
1/20/2013,Ringtone,Kuwait,Installed,18
1/20/2013,Ringtone,Kuwait,Launched,53
1/20/2013,Ringtone,Kuwait,Subscribed,1
1/20/2013,Ringtone,Oman,Installed,79
1/20/2013,Ringtone,Oman,Launched,230
1/20/2013,Ringtone,Oman,Subscribed,50
1/20/2013,Ringtone,Qatar,Installed,20
1/20/2013,Ringtone,Qatar,Launched,210
1/20/2013,Ringtone,Sri lanka,Launched,1
1/20/2013,Ringtone,Thailand,Launched,3
1/20/2013,Ringtone,UAE,Confirmation rejected,2
1/20/2013,Ringtone,UAE,Displayed confirmation,7
1/20/2013,Ringtone,UAE,Installed,8
1/20/2013,Ringtone,UAE,Launched,67
1/20/2013,Ringtone,UAE,Subscribed,5
1/20/2013,Video,Azerbaijan,Installed,23
1/20/2013,Video,Azerbaijan,Launched,44
1/20/2013,Video,Azerbaijan,Subscribed,18
1/20/2013,Video,Iraq,Installed,146
1/20/2013,Video,Iraq,Launched,434
1/20/2013,Video,Iraq,Subscribed,121
1/20/2013,Video,Jordan,Installed,24
1/20/2013,Video,Jordan,Launched,97
1/20/2013,Video,Jordan,Subscribed,10
1/20/2013,Video,KSA,Installed,626
1/20/2013,Video,KSA,Launched,2190
1/20/2013,Video,KSA,Subscribed,437
1/20/2013,Video,Kuwait,Launched,1
1/20/2013,Video,Oman,Installed,93
1/20/2013,Video,Oman,Launched,189
1/20/2013,Video,Oman,Subscribed,44
1/20/2013,Video,Qatar,Installed,50
1/20/2013,Video,Qatar,Launched,175
1/20/2013,Video,Qatar,Subscribed,55
1/20/2013,Video,UAE,Confirmation rejected,3
1/20/2013,Video,UAE,Displayed confirmation,12
1/20/2013,Video,UAE,Installed,24
1/20/2013,Video,UAE,Launched,72
1/20/2013,Video,UAE,Subscribed,9
1/20/2013,VIP Games,Iraq,Launched,7
1/20/2013,VIP Games,Jordan,Installed,18
1/20/2013,VIP Games,Jordan,Launched,87
1/20/2013,VIP Games,Jordan,Subscribed,15
1/20/2013,VIP Games,KSA,Launched,17
1/20/2013,VIP Games,Kuwait,Launched,1
1/20/2013,VIP Games,Oman,Installed,48
1/20/2013,VIP Games,Oman,Launched,248
1/20/2013,VIP Games,Oman,Subscribed,38
1/20/2013,VIP Games,Qatar,Launched,2
1/20/2013,VIP Games,UAE,Confirmation rejected,11
1/20/2013,VIP Games,UAE,Displayed confirmation,32
1/20/2013,VIP Games,UAE,Installed,67
1/20/2013,VIP Games,UAE,Launched,249
1/20/2013,VIP Games,UAE,Subscribed,51
1/20/2013,WallPapers,KSA,Launched,3
1/21/2013,Babelbay,Iraq,Installed,781
1/21/2013,Babelbay,Iraq,Launched,1791
1/21/2013,Babelbay,Iraq,Subscribed,464
1/21/2013,Babelbay,Jordan,Installed,257
1/21/2013,Babelbay,Jordan,Launched,823
1/21/2013,Babelbay,Jordan,Subscribed,154
1/21/2013,Babelbay,KSA,Launched,10
1/21/2013,Babelbay,Kuwait,Installed,9
1/21/2013,Babelbay,Kuwait,Launched,34
1/21/2013,Babelbay,Kuwait,Subscribed,7
1/21/2013,Babelbay,Oman,Launched,2
1/21/2013,Babelbay,Qatar,Installed,95
1/21/2013,Babelbay,Qatar,Launched,237
1/21/2013,Babelbay,Qatar,Subscribed,32
1/21/2013,Babelbay,Sudan,Launched,1
1/21/2013,Babelbay,UAE,Confirmation rejected,6
1/21/2013,Babelbay,UAE,Displayed confirmation,32
1/21/2013,Babelbay,UAE,Installed,81
1/21/2013,Babelbay,UAE,Launched,231
1/21/2013,Babelbay,UAE,Subscribed,51
1/21/2013,Ringtone,Azerbaijan,Installed,15
1/21/2013,Ringtone,Azerbaijan,Launched,29
1/21/2013,Ringtone,Azerbaijan,Subscribed,8
1/21/2013,Ringtone,Iraq,Installed,284
1/21/2013,Ringtone,Iraq,Launched,666
1/21/2013,Ringtone,Iraq,Subscribed,223
1/21/2013,Ringtone,Jordan,Launched,2
1/21/2013,Ringtone,KSA,Confirmation rejected,1
1/21/2013,Ringtone,KSA,Displayed confirmation,2
1/21/2013,Ringtone,KSA,Installed,47
1/21/2013,Ringtone,KSA,Launched,300
1/21/2013,Ringtone,KSA,Subscribed,73
1/21/2013,Ringtone,Kuwait,Installed,11
1/21/2013,Ringtone,Kuwait,Launched,44
1/21/2013,Ringtone,Kuwait,Subscribed,1
1/21/2013,Ringtone,Oman,Installed,152
1/21/2013,Ringtone,Oman,Launched,382
1/21/2013,Ringtone,Oman,Subscribed,101
1/21/2013,Ringtone,Qatar,Installed,34
1/21/2013,Ringtone,Qatar,Launched,192
1/21/2013,Ringtone,Sri lanka,Installed,1
1/21/2013,Ringtone,Sri lanka,Launched,3
1/21/2013,Ringtone,UAE,Displayed confirmation,5
1/21/2013,Ringtone,UAE,Installed,11
1/21/2013,Ringtone,UAE,Launched,38
1/21/2013,Ringtone,UAE,Subscribed,5
1/21/2013,Video,Azerbaijan,Installed,13
1/21/2013,Video,Azerbaijan,Launched,34
1/21/2013,Video,Azerbaijan,Subscribed,18
1/21/2013,Video,Iraq,Installed,229
1/21/2013,Video,Iraq,Launched,513
1/21/2013,Video,Iraq,Subscribed,157
1/21/2013,Video,Jordan,Installed,25
1/21/2013,Video,Jordan,Launched,86
1/21/2013,Video,Jordan,Subscribed,8
1/21/2013,Video,KSA,Installed,634
1/21/2013,Video,KSA,Launched,2121
1/21/2013,Video,KSA,Subscribed,446
1/21/2013,Video,Kuwait,Launched,3
1/21/2013,Video,Oman,Installed,141
1/21/2013,Video,Oman,Launched,305
1/21/2013,Video,Oman,Subscribed,78
1/21/2013,Video,Qatar,Installed,100
1/21/2013,Video,Qatar,Launched,268
1/21/2013,Video,Qatar,Subscribed,87
1/21/2013,Video,UAE,Confirmation rejected,4
1/21/2013,Video,UAE,Displayed confirmation,10
1/21/2013,Video,UAE,Installed,21
1/21/2013,Video,UAE,Launched,47
1/21/2013,Video,UAE,Subscribed,5
1/21/2013,VIP Games,Iraq,Launched,3
1/21/2013,VIP Games,Jordan,Installed,23
1/21/2013,VIP Games,Jordan,Launched,115
1/21/2013,VIP Games,Jordan,Subscribed,12
1/21/2013,VIP Games,KSA,Launched,19
1/21/2013,VIP Games,Oman,Installed,143
1/21/2013,VIP Games,Oman,Launched,540
1/21/2013,VIP Games,Oman,Subscribed,80
1/21/2013,VIP Games,Qatar,Launched,3
1/21/2013,VIP Games,Qatar,Subscribed,1
1/21/2013,VIP Games,UAE,Confirmation rejected,21
1/21/2013,VIP Games,UAE,Displayed confirmation,61
1/21/2013,VIP Games,UAE,Installed,118
1/21/2013,VIP Games,UAE,Launched,373
1/21/2013,VIP Games,UAE,Subscribed,63
1/22/2013,Babelbay,Iraq,Installed,765
1/22/2013,Babelbay,Iraq,Launched,1798
1/22/2013,Babelbay,Iraq,Subscribed,501
1/22/2013,Babelbay,Jordan,Installed,227
1/22/2013,Babelbay,Jordan,Launched,809
1/22/2013,Babelbay,Jordan,Subscribed,142
1/22/2013,Babelbay,KSA,Launched,10
1/22/2013,Babelbay,Kuwait,Installed,5
1/22/2013,Babelbay,Kuwait,Launched,16
1/22/2013,Babelbay,Qatar,Installed,174
1/22/2013,Babelbay,Qatar,Launched,421
1/22/2013,Babelbay,Qatar,Subscribed,75
1/22/2013,Babelbay,UAE,Confirmation rejected,28
1/22/2013,Babelbay,UAE,Displayed confirmation,92
1/22/2013,Babelbay,UAE,Installed,193
1/22/2013,Babelbay,UAE,Launched,406
1/22/2013,Babelbay,UAE,Subscribed,81
1/22/2013,Ringtone,Azerbaijan,Installed,17
1/22/2013,Ringtone,Azerbaijan,Launched,29
1/22/2013,Ringtone,Azerbaijan,Subscribed,10
1/22/2013,Ringtone,Iraq,Installed,350
1/22/2013,Ringtone,Iraq,Launched,788
1/22/2013,Ringtone,Iraq,Subscribed,234
1/22/2013,Ringtone,Jordan,Launched,2
1/22/2013,Ringtone,KSA,Installed,24
1/22/2013,Ringtone,KSA,Launched,172
1/22/2013,Ringtone,KSA,Subscribed,28
1/22/2013,Ringtone,Kuwait,Installed,11
1/22/2013,Ringtone,Kuwait,Launched,50
1/22/2013,Ringtone,Kuwait,Subscribed,1
1/22/2013,Ringtone,Oman,Installed,204
1/22/2013,Ringtone,Oman,Launched,450
1/22/2013,Ringtone,Oman,Subscribed,114
1/22/2013,Ringtone,Qatar,Installed,43
1/22/2013,Ringtone,Qatar,Launched,210
1/22/2013,Ringtone,Sudan,Launched,1
1/22/2013,Ringtone,UAE,Confirmation rejected,2
1/22/2013,Ringtone,UAE,Displayed confirmation,11
1/22/2013,Ringtone,UAE,Installed,26
1/22/2013,Ringtone,UAE,Launched,71
1/22/2013,Ringtone,UAE,Subscribed,9
1/22/2013,Video,Azerbaijan,Installed,15
1/22/2013,Video,Azerbaijan,Launched,31
1/22/2013,Video,Azerbaijan,Subscribed,13
1/22/2013,Video,Iraq,Installed,320
1/22/2013,Video,Iraq,Launched,702
1/22/2013,Video,Iraq,Subscribed,235
1/22/2013,Video,Jordan,Installed,36
1/22/2013,Video,Jordan,Launched,106
1/22/2013,Video,Jordan,Subscribed,10
1/22/2013,Video,KSA,Installed,349
1/22/2013,Video,KSA,Launched,1532
1/22/2013,Video,KSA,Subscribed,264
1/22/2013,Video,Kuwait,Launched,2
1/22/2013,Video,Oman,Installed,182
1/22/2013,Video,Oman,Launched,387
1/22/2013,Video,Oman,Subscribed,100
1/22/2013,Video,Qatar,Installed,113
1/22/2013,Video,Qatar,Launched,282
1/22/2013,Video,Qatar,Subscribed,83
1/22/2013,Video,UAE,Confirmation rejected,6
1/22/2013,Video,UAE,Displayed confirmation,21
1/22/2013,Video,UAE,Installed,24
1/22/2013,Video,UAE,Launched,70
1/22/2013,Video,UAE,Subscribed,14
1/22/2013,Video,Yemen,Launched,4
1/22/2013,VIP Games,Iraq,Installed,1
1/22/2013,VIP Games,Iraq,Launched,18
1/22/2013,VIP Games,Jordan,Installed,27
1/22/2013,VIP Games,Jordan,Launched,113
1/22/2013,VIP Games,Jordan,Subscribed,25
1/22/2013,VIP Games,KSA,Launched,7
1/22/2013,VIP Games,Kuwait,Launched,5
1/22/2013,VIP Games,Kuwait,Subscribed,1
1/22/2013,VIP Games,Oman,Installed,120
1/22/2013,VIP Games,Oman,Launched,422
1/22/2013,VIP Games,Oman,Subscribed,70
1/22/2013,VIP Games,UAE,Confirmation rejected,20
1/22/2013,VIP Games,UAE,Displayed confirmation,93
1/22/2013,VIP Games,UAE,Installed,144
1/22/2013,VIP Games,UAE,Launched,471
1/22/2013,VIP Games,UAE,Subscribed,127
1/22/2013,WallPapers,Iraq,Launched,4
1/22/2013,WallPapers,UAE,Launched,4
1/23/2013,Babelbay,Iraq,Installed,771
1/23/2013,Babelbay,Iraq,Launched,1750
1/23/2013,Babelbay,Iraq,Subscribed,467
1/23/2013,Babelbay,Jordan,Installed,305
1/23/2013,Babelbay,Jordan,Launched,975
1/23/2013,Babelbay,Jordan,Subscribed,187
1/23/2013,Babelbay,KSA,Launched,10
1/23/2013,Babelbay,Kuwait,Installed,6
1/23/2013,Babelbay,Kuwait,Launched,19
1/23/2013,Babelbay,Kuwait,Subscribed,2
1/23/2013,Babelbay,Oman,Launched,4
1/23/2013,Babelbay,Qatar,Installed,139
1/23/2013,Babelbay,Qatar,Launched,379
1/23/2013,Babelbay,Qatar,Subscribed,73
1/23/2013,Babelbay,Sudan,Launched,1
1/23/2013,Babelbay,UAE,Confirmation rejected,38
1/23/2013,Babelbay,UAE,Displayed confirmation,145
1/23/2013,Babelbay,UAE,Installed,266
1/23/2013,Babelbay,UAE,Launched,681
1/23/2013,Babelbay,UAE,Subscribed,131
1/23/2013,Ringtone,Azerbaijan,Installed,15
1/23/2013,Ringtone,Azerbaijan,Launched,31
1/23/2013,Ringtone,Azerbaijan,Subscribed,6
1/23/2013,Ringtone,Iraq,Installed,288
1/23/2013,Ringtone,Iraq,Launched,697
1/23/2013,Ringtone,Iraq,Subscribed,215
1/23/2013,Ringtone,Jordan,Launched,2
1/23/2013,Ringtone,Jordan,Subscribed,1
1/23/2013,Ringtone,KSA,Installed,44
1/23/2013,Ringtone,KSA,Launched,248
1/23/2013,Ringtone,KSA,Subscribed,45
1/23/2013,Ringtone,Kuwait,Installed,15
1/23/2013,Ringtone,Kuwait,Launched,51
1/23/2013,Ringtone,Oman,Displayed confirmation,1
1/23/2013,Ringtone,Oman,Installed,208
1/23/2013,Ringtone,Oman,Launched,479
1/23/2013,Ringtone,Oman,Subscribed,116
1/23/2013,Ringtone,Qatar,Installed,42
1/23/2013,Ringtone,Qatar,Launched,202
1/23/2013,Ringtone,UAE,Confirmation rejected,2
1/23/2013,Ringtone,UAE,Displayed confirmation,16
1/23/2013,Ringtone,UAE,Installed,17
1/23/2013,Ringtone,UAE,Launched,70
1/23/2013,Ringtone,UAE,Subscribed,14
1/23/2013,Video,Azerbaijan,Installed,16
1/23/2013,Video,Azerbaijan,Launched,29
1/23/2013,Video,Azerbaijan,Subscribed,17
1/23/2013,Video,Iraq,Installed,273
1/23/2013,Video,Iraq,Launched,664
1/23/2013,Video,Iraq,Subscribed,227
1/23/2013,Video,Jordan,Installed,48
1/23/2013,Video,Jordan,Launched,149
1/23/2013,Video,Jordan,Subscribed,21
1/23/2013,Video,KSA,Installed,569
1/23/2013,Video,KSA,Launched,1835
1/23/2013,Video,KSA,Subscribed,373
1/23/2013,Video,Kuwait,Installed,1
1/23/2013,Video,Kuwait,Launched,4
1/23/2013,Video,Oman,Installed,157
1/23/2013,Video,Oman,Launched,354
1/23/2013,Video,Oman,Subscribed,82
1/23/2013,Video,Qatar,Installed,82
1/23/2013,Video,Qatar,Launched,264
1/23/2013,Video,Qatar,Subscribed,83
1/23/2013,Video,UAE,Confirmation rejected,6
1/23/2013,Video,UAE,Displayed confirmation,17
1/23/2013,Video,UAE,Installed,29
1/23/2013,Video,UAE,Launched,93
1/23/2013,Video,UAE,Subscribed,11
1/23/2013,VIP Games,Iraq,Launched,15
1/23/2013,VIP Games,Jordan,Installed,36
1/23/2013,VIP Games,Jordan,Launched,120
1/23/2013,VIP Games,Jordan,Subscribed,15
1/23/2013,VIP Games,KSA,Installed,1
1/23/2013,VIP Games,KSA,Launched,22
1/23/2013,VIP Games,Kuwait,Launched,1
1/23/2013,VIP Games,Oman,Installed,111
1/23/2013,VIP Games,Oman,Launched,375
1/23/2013,VIP Games,Oman,Subscribed,69
1/23/2013,VIP Games,Qatar,Launched,6
1/23/2013,VIP Games,Qatar,Subscribed,2
1/23/2013,VIP Games,Sudan,Launched,1
1/23/2013,VIP Games,UAE,Confirmation rejected,16
1/23/2013,VIP Games,UAE,Displayed confirmation,67
1/23/2013,VIP Games,UAE,Installed,124
1/23/2013,VIP Games,UAE,Launched,451
1/23/2013,VIP Games,UAE,Subscribed,83
1/23/2013,WallPapers,Jordan,Launched,3
1/24/2013,Babelbay,Iraq,Installed,960
1/24/2013,Babelbay,Iraq,Launched,2176
1/24/2013,Babelbay,Iraq,Subscribed,606
1/24/2013,Babelbay,Jordan,Installed,256
1/24/2013,Babelbay,Jordan,Launched,877
1/24/2013,Babelbay,Jordan,Subscribed,139
1/24/2013,Babelbay,KSA,Installed,1
1/24/2013,Babelbay,KSA,Launched,8
1/24/2013,Babelbay,Kuwait,Installed,3
1/24/2013,Babelbay,Kuwait,Launched,27
1/24/2013,Babelbay,Kuwait,Subscribed,2
1/24/2013,Babelbay,Qatar,Installed,193
1/24/2013,Babelbay,Qatar,Launched,500
1/24/2013,Babelbay,Qatar,Subscribed,77
1/24/2013,Babelbay,Sudan,Launched,2
1/24/2013,Babelbay,UAE,Confirmation rejected,43
1/24/2013,Babelbay,UAE,Displayed confirmation,190
1/24/2013,Babelbay,UAE,Installed,382
1/24/2013,Babelbay,UAE,Launched,843
1/24/2013,Babelbay,UAE,Subscribed,166
1/24/2013,Ringtone,Azerbaijan,Installed,25
1/24/2013,Ringtone,Azerbaijan,Launched,59
1/24/2013,Ringtone,Azerbaijan,Subscribed,21
1/24/2013,Ringtone,Iraq,Installed,402
1/24/2013,Ringtone,Iraq,Launched,909
1/24/2013,Ringtone,Iraq,Subscribed,320
1/24/2013,Ringtone,Jordan,Launched,8
1/24/2013,Ringtone,Jordan,Subscribed,1
1/24/2013,Ringtone,KSA,Installed,29
1/24/2013,Ringtone,KSA,Launched,219
1/24/2013,Ringtone,KSA,Subscribed,44
1/24/2013,Ringtone,Kuwait,Installed,11
1/24/2013,Ringtone,Kuwait,Launched,38
1/24/2013,Ringtone,Kuwait,Subscribed,1
1/24/2013,Ringtone,Norway,Launched,2
1/24/2013,Ringtone,Oman,Installed,182
1/24/2013,Ringtone,Oman,Launched,492
1/24/2013,Ringtone,Oman,Subscribed,122
1/24/2013,Ringtone,Qatar,Installed,59
1/24/2013,Ringtone,Qatar,Launched,229
1/24/2013,Ringtone,Thailand,Launched,1
1/24/2013,Ringtone,UAE,Confirmation rejected,10
1/24/2013,Ringtone,UAE,Displayed confirmation,26
1/24/2013,Ringtone,UAE,Installed,44
1/24/2013,Ringtone,UAE,Launched,114
1/24/2013,Ringtone,UAE,Subscribed,16
1/24/2013,Video,Azerbaijan,Installed,10
1/24/2013,Video,Azerbaijan,Launched,17
1/24/2013,Video,Azerbaijan,Subscribed,7
1/24/2013,Video,Iraq,Installed,352
1/24/2013,Video,Iraq,Launched,833
1/24/2013,Video,Iraq,Subscribed,277
1/24/2013,Video,Jordan,Installed,57
1/24/2013,Video,Jordan,Launched,163
1/24/2013,Video,Jordan,Subscribed,26
1/24/2013,Video,KSA,Installed,513
1/24/2013,Video,KSA,Launched,1744
1/24/2013,Video,KSA,Subscribed,317
1/24/2013,Video,Kuwait,Launched,3
1/24/2013,Video,Oman,Installed,156
1/24/2013,Video,Oman,Launched,365
1/24/2013,Video,Oman,Subscribed,96
1/24/2013,Video,Qatar,Installed,99
1/24/2013,Video,Qatar,Launched,241
1/24/2013,Video,Qatar,Subscribed,78
1/24/2013,Video,UAE,Confirmation rejected,3
1/24/2013,Video,UAE,Displayed confirmation,16
1/24/2013,Video,UAE,Installed,35
1/24/2013,Video,UAE,Launched,111
1/24/2013,Video,UAE,Subscribed,11
1/24/2013,Video,Yemen,Launched,1
1/24/2013,VIP Games,Iraq,Launched,19
1/24/2013,VIP Games,Jordan,Installed,38
1/24/2013,VIP Games,Jordan,Launched,99
1/24/2013,VIP Games,Jordan,Subscribed,20
1/24/2013,VIP Games,KSA,Launched,14
1/24/2013,VIP Games,Kuwait,Installed,1
1/24/2013,VIP Games,Kuwait,Launched,3
1/24/2013,VIP Games,Kuwait,Subscribed,1
1/24/2013,VIP Games,Oman,Installed,137
1/24/2013,VIP Games,Oman,Launched,476
1/24/2013,VIP Games,Oman,Subscribed,74
1/24/2013,VIP Games,UAE,Confirmation rejected,17
1/24/2013,VIP Games,UAE,Displayed confirmation,68
1/24/2013,VIP Games,UAE,Installed,132
1/24/2013,VIP Games,UAE,Launched,411
1/24/2013,VIP Games,UAE,Subscribed,83
1/24/2013,WallPapers,Oman,Launched,4
1/25/2013,Babelbay,Iraq,Installed,1025
1/25/2013,Babelbay,Iraq,Launched,2442
1/25/2013,Babelbay,Iraq,Subscribed,725
1/25/2013,Babelbay,Jordan,Installed,255
1/25/2013,Babelbay,Jordan,Launched,954
1/25/2013,Babelbay,Jordan,Subscribed,162
1/25/2013,Babelbay,KSA,Launched,7
1/25/2013,Babelbay,Kuwait,Installed,6
1/25/2013,Babelbay,Kuwait,Launched,18
1/25/2013,Babelbay,Kuwait,Subscribed,4
1/25/2013,Babelbay,Qatar,Installed,212
1/25/2013,Babelbay,Qatar,Launched,567
1/25/2013,Babelbay,Qatar,Subscribed,108
1/25/2013,Babelbay,Sudan,Launched,2
1/25/2013,Babelbay,UAE,Confirmation rejected,53
1/25/2013,Babelbay,UAE,Displayed confirmation,210
1/25/2013,Babelbay,UAE,Installed,369
1/25/2013,Babelbay,UAE,Launched,888
1/25/2013,Babelbay,UAE,Subscribed,193
1/25/2013,Ringtone,Azerbaijan,Installed,17
1/25/2013,Ringtone,Azerbaijan,Launched,32
1/25/2013,Ringtone,Azerbaijan,Subscribed,12
1/25/2013,Ringtone,Iraq,Installed,257
1/25/2013,Ringtone,Iraq,Launched,644
1/25/2013,Ringtone,Iraq,Subscribed,182
1/25/2013,Ringtone,Jordan,Launched,13
1/25/2013,Ringtone,Jordan,Subscribed,1
1/25/2013,Ringtone,KSA,Installed,30
1/25/2013,Ringtone,KSA,Launched,176
1/25/2013,Ringtone,KSA,Subscribed,35
1/25/2013,Ringtone,Kuwait,Installed,80
1/25/2013,Ringtone,Kuwait,Launched,150
