day,app,country,action,value
3/6/2013,Babelbay,Iraq,Subscribed,681
3/6/2013,Babelbay,Jordan,Installed,310
3/6/2013,Babelbay,Jordan,Launched,1130
3/6/2013,Babelbay,Jordan,Subscribed,226
3/6/2013,Babelbay,KSA,Launched,4
3/6/2013,Babelbay,Kuwait,Installed,2
3/6/2013,Babelbay,Kuwait,Launched,5
3/6/2013,Babelbay,Kuwait,Subscribed,1
3/6/2013,Babelbay,Oman,Launched,7
3/6/2013,Babelbay,Qatar,Installed,165
3/6/2013,Babelbay,Qatar,Launched,490
3/6/2013,Babelbay,Qatar,Subscribed,83
3/6/2013,Babelbay,UAE,Confirmation rejected,8
3/6/2013,Babelbay,UAE,Displayed confirmation,24
3/6/2013,Babelbay,UAE,Installed,50
3/6/2013,Babelbay,UAE,Launched,159
3/6/2013,Babelbay,UAE,Subscribed,30
3/6/2013,Brain2Train,Jordan,Launched,6
3/6/2013,Brain2Train,Norway,Installed,15
3/6/2013,Brain2Train,Norway,Launched,46
3/6/2013,Brain2Train,Norway,Subscribed,14
3/6/2013,Brain2Train,Oman,Launched,4
3/6/2013,Ringtone,Azerbaijan,Installed,22
3/6/2013,Ringtone,Azerbaijan,Launched,82
3/6/2013,Ringtone,Azerbaijan,Subscribed,34
3/6/2013,Ringtone,Iraq,Installed,1268
3/6/2013,Ringtone,Iraq,Launched,2775
3/6/2013,Ringtone,Iraq,Subscribed,839
3/6/2013,Ringtone,Jordan,Launched,11
3/6/2013,Ringtone,KSA,Installed,97
3/6/2013,Ringtone,KSA,Launched,411
3/6/2013,Ringtone,KSA,Subscribed,121
3/6/2013,Ringtone,Kuwait,Installed,29
3/6/2013,Ringtone,Kuwait,Launched,123
3/6/2013,Ringtone,Kuwait,Subscribed,27
3/6/2013,Ringtone,Oman,Installed,367
3/6/2013,Ringtone,Oman,Launched,991
3/6/2013,Ringtone,Oman,Subscribed,256
3/6/2013,Ringtone,Qatar,Installed,50
3/6/2013,Ringtone,Qatar,Launched,229
3/6/2013,Ringtone,Qatar,Subscribed,48
3/6/2013,Ringtone,Russia,Installed,4
3/6/2013,Ringtone,Russia,Launched,17
3/6/2013,Ringtone,Sri lanka,Launched,13
3/6/2013,Ringtone,Sri lanka,Subscribed,5
3/6/2013,Ringtone,Thailand,Launched,4
3/6/2013,Ringtone,UAE,Confirmation rejected,3
3/6/2013,Ringtone,UAE,Displayed confirmation,8
3/6/2013,Ringtone,UAE,Installed,20
3/6/2013,Ringtone,UAE,Launched,57
3/6/2013,Ringtone,UAE,Subscribed,5
3/6/2013,Ringtone,Yemen,Installed,1
3/6/2013,Ringtone,Yemen,Launched,2
3/6/2013,Video,Azerbaijan,Installed,48
3/6/2013,Video,Azerbaijan,Launched,91
3/6/2013,Video,Azerbaijan,Subscribed,33
3/6/2013,Video,Iraq,Installed,399
3/6/2013,Video,Iraq,Launched,1143
3/6/2013,Video,Iraq,Subscribed,372
3/6/2013,Video,Jordan,Installed,265
3/6/2013,Video,Jordan,Launched,725
3/6/2013,Video,Jordan,Subscribed,195
3/6/2013,Video,Kenya,Launched,3
3/6/2013,Video,KSA,Installed,1069
3/6/2013,Video,KSA,Launched,2936
3/6/2013,Video,KSA,Subscribed,756
3/6/2013,Video,Kuwait,Installed,10
3/6/2013,Video,Kuwait,Launched,25
3/6/2013,Video,Kuwait,Subscribed,7
3/6/2013,Video,Norway,Launched,1
3/6/2013,Video,Oman,Installed,273
3/6/2013,Video,Oman,Launched,684
3/6/2013,Video,Oman,Subscribed,157
3/6/2013,Video,Qatar,Installed,52
3/6/2013,Video,Qatar,Launched,189
3/6/2013,Video,Qatar,Subscribed,75
3/6/2013,Video,Sri lanka,Installed,171
3/6/2013,Video,Sri lanka,Launched,541
3/6/2013,Video,Sri lanka,Subscribed,175
3/6/2013,Video,Thailand,Installed,24
3/6/2013,Video,Thailand,Launched,83
3/6/2013,Video,Thailand,Subscribed,16
3/6/2013,Video,UAE,Confirmation rejected,2
3/6/2013,Video,UAE,Displayed confirmation,8
3/6/2013,Video,UAE,Installed,16
3/6/2013,Video,UAE,Launched,62
3/6/2013,Video,UAE,Subscribed,6
3/6/2013,Video,Yemen,Launched,1
3/6/2013,VIP Games,Iraq,Launched,16
3/6/2013,VIP Games,Jordan,Installed,39
3/6/2013,VIP Games,Jordan,Launched,95
3/6/2013,VIP Games,Jordan,Subscribed,17
3/6/2013,VIP Games,KSA,Launched,15
3/6/2013,VIP Games,Kuwait,Launched,1
3/6/2013,VIP Games,Oman,Installed,179
3/6/2013,VIP Games,Oman,Launched,598
3/6/2013,VIP Games,Oman,Subscribed,111
3/6/2013,VIP Games,Qatar,Launched,2
3/6/2013,VIP Games,Qatar,Subscribed,2
3/6/2013,VIP Games,Sri lanka,Launched,1
3/6/2013,VIP Games,UAE,Confirmation rejected,15
3/6/2013,VIP Games,UAE,Displayed confirmation,39
3/6/2013,VIP Games,UAE,Installed,83
3/6/2013,VIP Games,UAE,Launched,308
3/6/2013,VIP Games,UAE,Subscribed,59
3/6/2013,WallPapers,Iraq,Launched,1
3/6/2013,WallPapers,KSA,Launched,1
3/6/2013,WallPapers,Kuwait,Installed,8
3/6/2013,WallPapers,Kuwait,Launched,23
3/6/2013,WallPapers,Kuwait,Subscribed,4
3/6/2013,WallPapers,Oman,Installed,228
3/6/2013,WallPapers,Oman,Launched,608
3/6/2013,WallPapers,Oman,Subscribed,121
3/6/2013,WallPapers,Qatar,Installed,30
3/6/2013,WallPapers,Qatar,Launched,116
3/6/2013,WallPapers,Qatar,Subscribed,17
3/6/2013,WallPapers,UAE,Launched,1
3/7/2013,Babelbay,Iraq,Installed,1594
3/7/2013,Babelbay,Iraq,Launched,3724
3/7/2013,Babelbay,Iraq,Subscribed,1156
3/7/2013,Babelbay,Jordan,Installed,373
3/7/2013,Babelbay,Jordan,Launched,1202
3/7/2013,Babelbay,Jordan,Subscribed,225
3/7/2013,Babelbay,KSA,Launched,12
3/7/2013,Babelbay,Kuwait,Installed,3
3/7/2013,Babelbay,Kuwait,Launched,4
3/7/2013,Babelbay,Qatar,Installed,153
3/7/2013,Babelbay,Qatar,Launched,447
3/7/2013,Babelbay,Qatar,Subscribed,93
3/7/2013,Babelbay,Thailand,Launched,1
3/7/2013,Babelbay,UAE,Confirmation rejected,3
3/7/2013,Babelbay,UAE,Displayed confirmation,16
3/7/2013,Babelbay,UAE,Installed,22
3/7/2013,Babelbay,UAE,Launched,106
3/7/2013,Babelbay,UAE,Subscribed,22
3/7/2013,Brain2Train,Iraq,Launched,2
3/7/2013,Brain2Train,Jordan,Launched,1
3/7/2013,Brain2Train,Norway,Installed,11
3/7/2013,Brain2Train,Norway,Launched,37
3/7/2013,Brain2Train,Norway,Subscribed,9
3/7/2013,Brain2Train,Oman,Launched,2
3/7/2013,Brain2Train,Russia,Launched,1
3/7/2013,Ringtone,Azerbaijan,Installed,17
3/7/2013,Ringtone,Azerbaijan,Launched,61
3/7/2013,Ringtone,Azerbaijan,Subscribed,16
3/7/2013,Ringtone,Iraq,Installed,1109
3/7/2013,Ringtone,Iraq,Launched,2647
3/7/2013,Ringtone,Iraq,Subscribed,836
3/7/2013,Ringtone,Jordan,Launched,13
3/7/2013,Ringtone,Jordan,Subscribed,3
3/7/2013,Ringtone,KSA,Installed,86
3/7/2013,Ringtone,KSA,Launched,336
3/7/2013,Ringtone,KSA,Subscribed,110
3/7/2013,Ringtone,Kuwait,Installed,56
3/7/2013,Ringtone,Kuwait,Launched,195
3/7/2013,Ringtone,Kuwait,Subscribed,48
3/7/2013,Ringtone,Oman,Installed,482
3/7/2013,Ringtone,Oman,Launched,1275
3/7/2013,Ringtone,Oman,Subscribed,337
3/7/2013,Ringtone,Qatar,Installed,41
3/7/2013,Ringtone,Qatar,Launched,166
3/7/2013,Ringtone,Qatar,Subscribed,45
3/7/2013,Ringtone,Russia,Installed,7
3/7/2013,Ringtone,Russia,Launched,10
3/7/2013,Ringtone,Sri lanka,Launched,3
3/7/2013,Ringtone,Sudan,Launched,2
3/7/2013,Ringtone,Thailand,Launched,1
3/7/2013,Ringtone,UAE,Confirmation rejected,3
3/7/2013,Ringtone,UAE,Displayed confirmation,13
3/7/2013,Ringtone,UAE,Installed,22
3/7/2013,Ringtone,UAE,Launched,87
3/7/2013,Ringtone,UAE,Subscribed,13
3/7/2013,Ringtone,Yemen,Launched,1
3/7/2013,Video,Azerbaijan,Installed,43
3/7/2013,Video,Azerbaijan,Launched,89
3/7/2013,Video,Azerbaijan,Subscribed,42
3/7/2013,Video,Iraq,Installed,431
3/7/2013,Video,Iraq,Launched,1245
3/7/2013,Video,Iraq,Subscribed,432
3/7/2013,Video,Jordan,Installed,147
3/7/2013,Video,Jordan,Launched,497
3/7/2013,Video,Jordan,Subscribed,129
3/7/2013,Video,Kenya,Launched,1
3/7/2013,Video,KSA,Installed,733
3/7/2013,Video,KSA,Launched,2323
3/7/2013,Video,KSA,Subscribed,599
3/7/2013,Video,Kuwait,Installed,4
3/7/2013,Video,Kuwait,Launched,29
3/7/2013,Video,Kuwait,Subscribed,8
3/7/2013,Video,Oman,Installed,473
3/7/2013,Video,Oman,Launched,1019
3/7/2013,Video,Oman,Subscribed,259
3/7/2013,Video,Qatar,Installed,61
3/7/2013,Video,Qatar,Launched,207
3/7/2013,Video,Qatar,Subscribed,73
3/7/2013,Video,Sri lanka,Installed,182
3/7/2013,Video,Sri lanka,Launched,527
3/7/2013,Video,Sri lanka,Subscribed,193
3/7/2013,Video,Thailand,Installed,24
3/7/2013,Video,Thailand,Launched,69
3/7/2013,Video,Thailand,Subscribed,19
3/7/2013,Video,UAE,Confirmation rejected,4
3/7/2013,Video,UAE,Displayed confirmation,22
3/7/2013,Video,UAE,Installed,32
3/7/2013,Video,UAE,Launched,104
3/7/2013,Video,UAE,Subscribed,19
3/7/2013,VIP Games,Iraq,Launched,15
3/7/2013,VIP Games,Jordan,Installed,25
3/7/2013,VIP Games,Jordan,Launched,156
3/7/2013,VIP Games,Jordan,Subscribed,18
3/7/2013,VIP Games,KSA,Launched,19
3/7/2013,VIP Games,Oman,Installed,251
3/7/2013,VIP Games,Oman,Launched,1001
3/7/2013,VIP Games,Oman,Subscribed,125
3/7/2013,VIP Games,Qatar,Installed,1
3/7/2013,VIP Games,Qatar,Launched,1
3/7/2013,VIP Games,UAE,Confirmation rejected,12
3/7/2013,VIP Games,UAE,Displayed confirmation,43
3/7/2013,VIP Games,UAE,Installed,90
3/7/2013,VIP Games,UAE,Launched,284
3/7/2013,VIP Games,UAE,Subscribed,62
3/7/2013,WallPapers,Azerbaijan,Launched,3
3/7/2013,WallPapers,Iraq,Launched,1
3/7/2013,WallPapers,Jordan,Launched,1
3/7/2013,WallPapers,Kuwait,Installed,9
3/7/2013,WallPapers,Kuwait,Launched,33
3/7/2013,WallPapers,Kuwait,Subscribed,11
3/7/2013,WallPapers,Oman,Installed,326
3/7/2013,WallPapers,Oman,Launched,774
3/7/2013,WallPapers,Oman,Subscribed,169
3/7/2013,WallPapers,Qatar,Installed,20
3/7/2013,WallPapers,Qatar,Launched,92
3/7/2013,WallPapers,Qatar,Subscribed,12
3/8/2013,Babelbay,Iraq,Installed,1547
3/8/2013,Babelbay,Iraq,Launched,3899
3/8/2013,Babelbay,Iraq,Subscribed,1275
3/8/2013,Babelbay,Jordan,Installed,452
3/8/2013,Babelbay,Jordan,Launched,1517
3/8/2013,Babelbay,Jordan,Subscribed,321
3/8/2013,Babelbay,KSA,Launched,4
3/8/2013,Babelbay,Kuwait,Installed,1
3/8/2013,Babelbay,Kuwait,Launched,5
3/8/2013,Babelbay,Oman,Installed,1
3/8/2013,Babelbay,Oman,Launched,2
3/8/2013,Babelbay,Qatar,Installed,141
3/8/2013,Babelbay,Qatar,Launched,478
3/8/2013,Babelbay,Qatar,Subscribed,70
3/8/2013,Babelbay,UAE,Confirmation rejected,4
3/8/2013,Babelbay,UAE,Displayed confirmation,16
3/8/2013,Babelbay,UAE,Installed,46
3/8/2013,Babelbay,UAE,Launched,118
3/8/2013,Babelbay,UAE,Subscribed,25
3/8/2013,Babelbay,Yemen,Installed,1
3/8/2013,Babelbay,Yemen,Launched,1
3/8/2013,Brain2Train,Iraq,Launched,3
3/8/2013,Brain2Train,Norway,Installed,17
3/8/2013,Brain2Train,Norway,Launched,54
3/8/2013,Brain2Train,Norway,Subscribed,15
3/8/2013,Brain2Train,Oman,Launched,1
3/8/2013,Ringtone,Azerbaijan,Installed,13
3/8/2013,Ringtone,Azerbaijan,Launched,55
3/8/2013,Ringtone,Azerbaijan,Subscribed,17
3/8/2013,Ringtone,Iraq,Installed,852
3/8/2013,Ringtone,Iraq,Launched,2006
3/8/2013,Ringtone,Iraq,Subscribed,663
3/8/2013,Ringtone,Jordan,Launched,22
3/8/2013,Ringtone,Jordan,Subscribed,3
3/8/2013,Ringtone,KSA,Installed,18
3/8/2013,Ringtone,KSA,Launched,171
3/8/2013,Ringtone,KSA,Subscribed,46
3/8/2013,Ringtone,Kuwait,Installed,33
3/8/2013,Ringtone,Kuwait,Launched,155
3/8/2013,Ringtone,Kuwait,Subscribed,28
3/8/2013,Ringtone,Oman,Installed,322
3/8/2013,Ringtone,Oman,Launched,894
3/8/2013,Ringtone,Oman,Subscribed,238
3/8/2013,Ringtone,Qatar,Installed,72
3/8/2013,Ringtone,Qatar,Launched,290
3/8/2013,Ringtone,Qatar,Subscribed,94
3/8/2013,Ringtone,Russia,Installed,14
3/8/2013,Ringtone,Russia,Launched,39
3/8/2013,Ringtone,Russia,Subscribed,2
3/8/2013,Ringtone,Sri lanka,Launched,8
3/8/2013,Ringtone,Sri lanka,Subscribed,6
3/8/2013,Ringtone,Thailand,Launched,10
3/8/2013,Ringtone,UAE,Confirmation rejected,4
3/8/2013,Ringtone,UAE,Displayed confirmation,20
3/8/2013,Ringtone,UAE,Installed,15
3/8/2013,Ringtone,UAE,Launched,83
3/8/2013,Ringtone,UAE,Subscribed,16
3/8/2013,Ringtone,Yemen,Launched,2
3/8/2013,Video,Azerbaijan,Installed,57
3/8/2013,Video,Azerbaijan,Launched,116
3/8/2013,Video,Azerbaijan,Subscribed,37
3/8/2013,Video,Iraq,Installed,442
3/8/2013,Video,Iraq,Launched,1206
3/8/2013,Video,Iraq,Subscribed,390
3/8/2013,Video,Jordan,Installed,342
3/8/2013,Video,Jordan,Launched,962
3/8/2013,Video,Jordan,Subscribed,238
3/8/2013,Video,KSA,Installed,644
3/8/2013,Video,KSA,Launched,2182
3/8/2013,Video,KSA,Subscribed,543
3/8/2013,Video,Kuwait,Installed,5
3/8/2013,Video,Kuwait,Launched,24
3/8/2013,Video,Kuwait,Subscribed,4
3/8/2013,Video,Oman,Installed,459
3/8/2013,Video,Oman,Launched,1105
3/8/2013,Video,Oman,Subscribed,254
3/8/2013,Video,Qatar,Installed,56
3/8/2013,Video,Qatar,Launched,212
3/8/2013,Video,Qatar,Subscribed,81
3/8/2013,Video,Sri lanka,Installed,207
3/8/2013,Video,Sri lanka,Launched,537
3/8/2013,Video,Sri lanka,Subscribed,220
3/8/2013,Video,Thailand,Installed,48
3/8/2013,Video,Thailand,Launched,127
3/8/2013,Video,Thailand,Subscribed,27
3/8/2013,Video,UAE,Confirmation rejected,4
3/8/2013,Video,UAE,Displayed confirmation,16
3/8/2013,Video,UAE,Installed,26
3/8/2013,Video,UAE,Launched,161
3/8/2013,Video,UAE,Subscribed,16
3/8/2013,VIP Games,Iraq,Launched,16
3/8/2013,VIP Games,Jordan,Installed,27
3/8/2013,VIP Games,Jordan,Launched,129
3/8/2013,VIP Games,Jordan,Subscribed,21
3/8/2013,VIP Games,KSA,Launched,15
3/8/2013,VIP Games,Kuwait,Installed,1
3/8/2013,VIP Games,Kuwait,Launched,1
3/8/2013,VIP Games,Oman,Installed,341
3/8/2013,VIP Games,Oman,Launched,1024
3/8/2013,VIP Games,Oman,Subscribed,124
3/8/2013,VIP Games,Qatar,Launched,1
3/8/2013,VIP Games,Sri lanka,Launched,3
3/8/2013,VIP Games,UAE,Confirmation rejected,12
3/8/2013,VIP Games,UAE,Displayed confirmation,37
3/8/2013,VIP Games,UAE,Installed,85
3/8/2013,VIP Games,UAE,Launched,331
3/8/2013,VIP Games,UAE,Subscribed,71
3/8/2013,WallPapers,Iraq,Launched,2
3/8/2013,WallPapers,Kuwait,Installed,13
3/8/2013,WallPapers,Kuwait,Launched,27
3/8/2013,WallPapers,Kuwait,Subscribed,5
3/8/2013,WallPapers,Oman,Installed,204
3/8/2013,WallPapers,Oman,Launched,647
3/8/2013,WallPapers,Oman,Subscribed,121
3/8/2013,WallPapers,Qatar,Installed,14
3/8/2013,WallPapers,Qatar,Launched,94
3/8/2013,WallPapers,Qatar,Subscribed,9
3/8/2013,WallPapers,UAE,Installed,1
3/8/2013,WallPapers,UAE,Launched,3
3/9/2013,Babelbay,Iraq,Installed,1962
3/9/2013,Babelbay,Iraq,Launched,5020
3/9/2013,Babelbay,Iraq,Subscribed,1604
3/9/2013,Babelbay,Jordan,Installed,336
3/9/2013,Babelbay,Jordan,Launched,1339
3/9/2013,Babelbay,Jordan,Subscribed,249
3/9/2013,Babelbay,KSA,Launched,5
3/9/2013,Babelbay,Kuwait,Installed,1
3/9/2013,Babelbay,Kuwait,Launched,4
3/9/2013,Babelbay,Kuwait,Subscribed,2
3/9/2013,Babelbay,Norway,Launched,1
3/9/2013,Babelbay,Oman,Launched,6
3/9/2013,Babelbay,Qatar,Installed,149
3/9/2013,Babelbay,Qatar,Launched,466
3/9/2013,Babelbay,Qatar,Subscribed,84
3/9/2013,Babelbay,UAE,Confirmation rejected,3
3/9/2013,Babelbay,UAE,Displayed confirmation,16
3/9/2013,Babelbay,UAE,Installed,45
3/9/2013,Babelbay,UAE,Launched,138
3/9/2013,Babelbay,UAE,Subscribed,39
3/9/2013,Brain2Train,Jordan,Launched,1
3/9/2013,Brain2Train,Norway,Installed,12
3/9/2013,Brain2Train,Norway,Launched,27
3/9/2013,Brain2Train,Norway,Subscribed,10
3/9/2013,Brain2Train,Oman,Launched,1
3/9/2013,Ringtone,Azerbaijan,Installed,18
3/9/2013,Ringtone,Azerbaijan,Launched,60
3/9/2013,Ringtone,Azerbaijan,Subscribed,12
3/9/2013,Ringtone,Iraq,Installed,861
3/9/2013,Ringtone,Iraq,Launched,2154
3/9/2013,Ringtone,Iraq,Subscribed,707
3/9/2013,Ringtone,Jordan,Launched,26
3/9/2013,Ringtone,Jordan,Subscribed,7
3/9/2013,Ringtone,KSA,Installed,35
3/9/2013,Ringtone,KSA,Launched,172
3/9/2013,Ringtone,KSA,Subscribed,45
3/9/2013,Ringtone,Kuwait,Installed,38
3/9/2013,Ringtone,Kuwait,Launched,133
3/9/2013,Ringtone,Kuwait,Subscribed,22
3/9/2013,Ringtone,Oman,Installed,414
3/9/2013,Ringtone,Oman,Launched,1096
3/9/2013,Ringtone,Oman,Subscribed,263
3/9/2013,Ringtone,Qatar,Installed,53
3/9/2013,Ringtone,Qatar,Launched,214
3/9/2013,Ringtone,Qatar,Subscribed,51
3/9/2013,Ringtone,Russia,Installed,5
3/9/2013,Ringtone,Russia,Launched,14
3/9/2013,Ringtone,Sri lanka,Launched,22
3/9/2013,Ringtone,Sri lanka,Subscribed,3
3/9/2013,Ringtone,Thailand,Launched,20
3/9/2013,Ringtone,UAE,Confirmation rejected,5
3/9/2013,Ringtone,UAE,Displayed confirmation,16
3/9/2013,Ringtone,UAE,Installed,22
3/9/2013,Ringtone,UAE,Launched,75
3/9/2013,Ringtone,UAE,Subscribed,11
3/9/2013,Video,Azerbaijan,Installed,77
3/9/2013,Video,Azerbaijan,Launched,137
3/9/2013,Video,Azerbaijan,Subscribed,49
3/9/2013,Video,Iraq,Installed,437
3/9/2013,Video,Iraq,Launched,1247
3/9/2013,Video,Iraq,Subscribed,432
3/9/2013,Video,Jordan,Installed,159
3/9/2013,Video,Jordan,Launched,591
3/9/2013,Video,Jordan,Subscribed,120
3/9/2013,Video,Kenya,Installed,1
3/9/2013,Video,Kenya,Launched,1
3/9/2013,Video,Kenya,Subscribed,1
3/9/2013,Video,KSA,Installed,592
3/9/2013,Video,KSA,Launched,1916
3/9/2013,Video,KSA,Subscribed,464
3/9/2013,Video,Kuwait,Installed,4
3/9/2013,Video,Kuwait,Launched,32
3/9/2013,Video,Kuwait,Subscribed,6
3/9/2013,Video,Norway,Launched,3
3/9/2013,Video,Oman,Installed,601
3/9/2013,Video,Oman,Launched,1321
3/9/2013,Video,Oman,Subscribed,326
3/9/2013,Video,Qatar,Installed,53
3/9/2013,Video,Qatar,Launched,198
3/9/2013,Video,Qatar,Subscribed,65
3/9/2013,Video,Russia,Launched,5
3/9/2013,Video,Sri lanka,Installed,195
3/9/2013,Video,Sri lanka,Launched,555
3/9/2013,Video,Sri lanka,Subscribed,196
3/9/2013,Video,Sudan,Installed,1
3/9/2013,Video,Sudan,Launched,1
3/9/2013,Video,Thailand,Installed,127
3/9/2013,Video,Thailand,Launched,292
3/9/2013,Video,Thailand,Subscribed,75
3/9/2013,Video,UAE,Confirmation rejected,3
3/9/2013,Video,UAE,Displayed confirmation,18
3/9/2013,Video,UAE,Installed,30
3/9/2013,Video,UAE,Launched,109
3/9/2013,Video,UAE,Subscribed,15
3/9/2013,VIP Games,Azerbaijan,Launched,4
3/9/2013,VIP Games,Iraq,Launched,13
3/9/2013,VIP Games,Jordan,Installed,24
3/9/2013,VIP Games,Jordan,Launched,108
3/9/2013,VIP Games,Jordan,Subscribed,22
3/9/2013,VIP Games,KSA,Launched,16
3/9/2013,VIP Games,Kuwait,Launched,1
3/9/2013,VIP Games,Oman,Installed,382
3/9/2013,VIP Games,Oman,Launched,1108
3/9/2013,VIP Games,Oman,Subscribed,190
3/9/2013,VIP Games,Qatar,Installed,1
3/9/2013,VIP Games,Qatar,Launched,2
3/9/2013,VIP Games,UAE,Confirmation rejected,6
3/9/2013,VIP Games,UAE,Displayed confirmation,24
3/9/2013,VIP Games,UAE,Installed,68
3/9/2013,VIP Games,UAE,Launched,252
3/9/2013,VIP Games,UAE,Subscribed,52
3/9/2013,WallPapers,Iraq,Launched,1
3/9/2013,WallPapers,KSA,Launched,1
3/9/2013,WallPapers,Kuwait,Installed,2
3/9/2013,WallPapers,Kuwait,Launched,15
3/9/2013,WallPapers,Kuwait,Subscribed,5
3/9/2013,WallPapers,Oman,Installed,261
3/9/2013,WallPapers,Oman,Launched,642
3/9/2013,WallPapers,Oman,Subscribed,138
3/9/2013,WallPapers,Qatar,Installed,21
3/9/2013,WallPapers,Qatar,Launched,83
3/9/2013,WallPapers,Qatar,Subscribed,2
3/10/2013,Babelbay,Iraq,Installed,1441
3/10/2013,Babelbay,Iraq,Launched,3581
3/10/2013,Babelbay,Iraq,Subscribed,1135
3/10/2013,Babelbay,Jordan,Installed,127
3/10/2013,Babelbay,Jordan,Launched,752
3/10/2013,Babelbay,Jordan,Subscribed,95
3/10/2013,Babelbay,Kenya,Installed,1
3/10/2013,Babelbay,Kenya,Launched,4
3/10/2013,Babelbay,Kenya,Subscribed,2
3/10/2013,Babelbay,KSA,Launched,1
3/10/2013,Babelbay,Kuwait,Launched,3
3/10/2013,Babelbay,Kuwait,Subscribed,1
3/10/2013,Babelbay,Oman,Launched,4
3/10/2013,Babelbay,Qatar,Installed,184
3/10/2013,Babelbay,Qatar,Launched,554
3/10/2013,Babelbay,Qatar,Subscribed,113
3/10/2013,Babelbay,Sri lanka,Launched,2
3/10/2013,Babelbay,Sudan,Launched,1
3/10/2013,Babelbay,Thailand,Launched,1
3/10/2013,Babelbay,UAE,Confirmation rejected,2
3/10/2013,Babelbay,UAE,Displayed confirmation,11
3/10/2013,Babelbay,UAE,Installed,56
3/10/2013,Babelbay,UAE,Launched,176
3/10/2013,Babelbay,UAE,Subscribed,32
3/10/2013,Brain2Train,Norway,Installed,12
3/10/2013,Brain2Train,Norway,Launched,27
3/10/2013,Brain2Train,Norway,Subscribed,6
3/10/2013,Brain2Train,Oman,Launched,3
3/10/2013,Ringtone,Azerbaijan,Installed,15
3/10/2013,Ringtone,Azerbaijan,Launched,50
3/10/2013,Ringtone,Azerbaijan,Subscribed,11
3/10/2013,Ringtone,Iraq,Installed,1471
3/10/2013,Ringtone,Iraq,Launched,3432
3/10/2013,Ringtone,Iraq,Subscribed,1270
3/10/2013,Ringtone,Jordan,Launched,16
3/10/2013,Ringtone,Jordan,Subscribed,4
3/10/2013,Ringtone,KSA,Installed,23
3/10/2013,Ringtone,KSA,Launched,130
3/10/2013,Ringtone,KSA,Subscribed,34
3/10/2013,Ringtone,Kuwait,Installed,35
3/10/2013,Ringtone,Kuwait,Launched,126
3/10/2013,Ringtone,Kuwait,Subscribed,23
3/10/2013,Ringtone,Oman,Installed,362
3/10/2013,Ringtone,Oman,Launched,997
3/10/2013,Ringtone,Oman,Subscribed,240
3/10/2013,Ringtone,Qatar,Installed,49
3/10/2013,Ringtone,Qatar,Launched,189
3/10/2013,Ringtone,Qatar,Subscribed,62
3/10/2013,Ringtone,Russia,Installed,5
3/10/2013,Ringtone,Russia,Launched,13
3/10/2013,Ringtone,Russia,Subscribed,1
3/10/2013,Ringtone,Sri lanka,Launched,15
3/10/2013,Ringtone,Sri lanka,Subscribed,5
3/10/2013,Ringtone,Thailand,Launched,17
3/10/2013,Ringtone,UAE,Confirmation rejected,1
3/10/2013,Ringtone,UAE,Displayed confirmation,4
3/10/2013,Ringtone,UAE,Installed,13
3/10/2013,Ringtone,UAE,Launched,67
3/10/2013,Ringtone,UAE,Subscribed,3
3/10/2013,Video,Azerbaijan,Installed,66
3/10/2013,Video,Azerbaijan,Launched,180
3/10/2013,Video,Azerbaijan,Subscribed,51
3/10/2013,Video,Iraq,Installed,674
3/10/2013,Video,Iraq,Launched,1656
3/10/2013,Video,Iraq,Subscribed,594
3/10/2013,Video,Jordan,Installed,187
3/10/2013,Video,Jordan,Launched,583
3/10/2013,Video,Jordan,Subscribed,144
3/10/2013,Video,KSA,Installed,580
3/10/2013,Video,KSA,Launched,1794
3/10/2013,Video,KSA,Subscribed,383
3/10/2013,Video,Kuwait,Installed,11
3/10/2013,Video,Kuwait,Launched,28
3/10/2013,Video,Kuwait,Subscribed,7
3/10/2013,Video,Oman,Installed,455
3/10/2013,Video,Oman,Launched,1138
3/10/2013,Video,Oman,Subscribed,257
3/10/2013,Video,Qatar,Installed,68
3/10/2013,Video,Qatar,Launched,196
3/10/2013,Video,Qatar,Subscribed,58
3/10/2013,Video,Russia,Launched,1
3/10/2013,Video,Sri lanka,Installed,192
3/10/2013,Video,Sri lanka,Launched,552
3/10/2013,Video,Sri lanka,Subscribed,206
3/10/2013,Video,Thailand,Installed,166
3/10/2013,Video,Thailand,Launched,473
3/10/2013,Video,Thailand,Subscribed,105
3/10/2013,Video,UAE,Confirmation rejected,4
3/10/2013,Video,UAE,Displayed confirmation,27
3/10/2013,Video,UAE,Installed,35
3/10/2013,Video,UAE,Launched,98
3/10/2013,Video,UAE,Subscribed,23
3/10/2013,VIP Games,Azerbaijan,Launched,2
3/10/2013,VIP Games,Iraq,Installed,2
3/10/2013,VIP Games,Iraq,Launched,16
3/10/2013,VIP Games,Jordan,Installed,19
3/10/2013,VIP Games,Jordan,Launched,108
3/10/2013,VIP Games,Jordan,Subscribed,12
3/10/2013,VIP Games,KSA,Launched,12
3/10/2013,VIP Games,Kuwait,Launched,2
3/10/2013,VIP Games,Oman,Installed,317
3/10/2013,VIP Games,Oman,Launched,1003
3/10/2013,VIP Games,Oman,Subscribed,146
3/10/2013,VIP Games,Qatar,Launched,4
3/10/2013,VIP Games,Sri lanka,Launched,3
3/10/2013,VIP Games,Thailand,Launched,2
3/10/2013,VIP Games,UAE,Confirmation rejected,10
