date,country,service,referrer,visits,installs,knownoc,launches,confirmation_displayed,confirmation_rejected,subscribers
2013-05-01,Azerbaijan,Ringtone,wap p9,94,1,1,1,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p61,17,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p42,6,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p41,45,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p30,74,13,12,11,0,0,6
2013-05-01,Azerbaijan,Ringtone,wap p266,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p264,5,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p261,11,4,4,3,0,0,3
2013-05-01,Azerbaijan,Ringtone,wap p255,211,4,4,2,0,0,3
2013-05-01,Azerbaijan,Ringtone,wap p244,5,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p238,5,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p223,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p222,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p199,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,wap p173,55,5,5,4,0,0,3
2013-05-01,Azerbaijan,Ringtone,wap p155,171,5,5,5,0,0,4
2013-05-01,Azerbaijan,Ringtone,wap p11,400,3,3,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,p263a,6,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,p220,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,P173a,5,0,0,0,0,0,0
2013-05-01,Azerbaijan,Ringtone,p117,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p9,172,2,2,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p61,38,2,2,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p42i,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p42,10,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p41,92,1,1,1,0,0,0
2013-05-01,Azerbaijan,Video,wap p30,141,5,5,4,0,0,2
2013-05-01,Azerbaijan,Video,wap p266,5,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p264,6,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p261,23,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p255,376,8,8,7,0,0,3
2013-05-01,Azerbaijan,Video,wap p244,13,2,2,2,0,0,0
2013-05-01,Azerbaijan,Video,wap p238,8,1,1,1,0,0,1
2013-05-01,Azerbaijan,Video,wap p223,15,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p222c,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p222,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p199,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,wap p173,108,11,11,7,0,0,5
2013-05-01,Azerbaijan,Video,wap p155,362,4,4,3,0,0,2
2013-05-01,Azerbaijan,Video,wap p11,872,18,16,14,0,0,7
2013-05-01,Azerbaijan,Video,p29,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,p263a,16,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,p200,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,p175,1,0,0,0,0,0,0
2013-05-01,Azerbaijan,Video,P173a,6,0,0,0,0,0,0
2013-05-01,Bahrain,Ringtone,wap p264,4,0,0,0,0,0,0
2013-05-01,Bahrain,Ringtone,wap p261,25,3,3,3,2,1,1
2013-05-01,Bahrain,Ringtone,wap p255,36,0,0,0,0,0,0
2013-05-01,Bahrain,Ringtone,wap p173,106,6,6,4,4,2,4
2013-05-01,Bahrain,Ringtone,wap p155,171,3,3,3,2,0,2
2013-05-01,Bahrain,Ringtone,wap p130,1,0,0,0,0,0,0
2013-05-01,Bahrain,Ringtone,wap p11,23,0,0,0,0,0,0
2013-05-01,Iraq,Babelbay,wap p42b,18,1,1,1,0,0,0
2013-05-01,Iraq,Babelbay,wap p258b,462,19,19,14,10,1,9
2013-05-01,Iraq,Babelbay,wap p253,32,2,2,1,0,0,0
2013-05-01,Iraq,Babelbay,wap p244b,215,12,12,7,5,1,4
2013-05-01,Iraq,Babelbay,wap p236b,8,0,0,0,0,0,0
2013-05-01,Iraq,Babelbay,wap p233,1,1,1,1,0,0,0
2013-05-01,Iraq,Babelbay,wap p232b,1295,130,130,100,64,17,54
2013-05-01,Iraq,Babelbay,wap p199b,45,0,0,0,0,0,0
2013-05-01,Iraq,Babelbay,wap p155,163,12,12,11,6,2,5
2013-05-01,Iraq,Babelbay,wap p11,2122,70,69,46,28,9,23
2013-05-01,Iraq,Brain2Train,wap p253,2,0,0,0,0,0,0
2013-05-01,Iraq,Brain2Train,wap p244,1,0,0,0,0,0,0
2013-05-01,Iraq,Brain2Train,wap p155,3,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p9,406,20,20,15,10,4,7
2013-05-01,Iraq,Ringtone,wap p61,2,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p45,54,9,9,5,3,0,3
2013-05-01,Iraq,Ringtone,wap p41,371,21,20,17,11,4,8
2013-05-01,Iraq,Ringtone,wap p266,35,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p264,1,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p261,72,10,10,8,4,2,3
2013-05-01,Iraq,Ringtone,wap p260,1,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p255,895,24,23,15,12,5,9
2013-05-01,Iraq,Ringtone,wap p253,842,59,59,43,28,11,23
2013-05-01,Iraq,Ringtone,wap p244b,8,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p244,639,45,45,35,18,8,14
2013-05-01,Iraq,Ringtone,wap p236k,7,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p232k,213,29,29,20,17,8,14
2013-05-01,Iraq,Ringtone,wap p232b,3,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p232a,20,1,1,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p199k,48,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p199,45,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,wap p155,1063,98,97,78,55,23,40
2013-05-01,Iraq,Ringtone,wap p11,1821,79,78,57,41,15,32
2013-05-01,Iraq,Ringtone,UnKnown,43,2,2,2,1,1,1
2013-05-01,Iraq,Ringtone,p220,2,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,p200,4,1,1,1,1,0,1
2013-05-01,Iraq,Ringtone,p175,1,0,0,0,0,0,0
2013-05-01,Iraq,Ringtone,p116,3,1,1,1,0,0,0
2013-05-01,Iraq,Video,wap p9,380,16,16,8,7,2,5
2013-05-01,Iraq,Video,wap p45,56,11,11,9,7,2,6
2013-05-01,Iraq,Video,wap p41,361,19,18,14,13,7,10
2013-05-01,Iraq,Video,wap p266,15,1,1,1,1,0,1
2013-05-01,Iraq,Video,wap p264,1,0,0,0,0,0,0
2013-05-01,Iraq,Video,wap p261,73,6,6,4,4,3,2
2013-05-01,Iraq,Video,wap p260,1,0,0,0,0,0,0
2013-05-01,Iraq,Video,wap p255,768,33,31,27,25,10,19
2013-05-01,Iraq,Video,wap p253,799,50,50,37,27,14,16
2013-05-01,Iraq,Video,wap p244b,10,2,2,1,0,0,0
2013-05-01,Iraq,Video,wap p244,608,50,51,45,27,11,24
2013-05-01,Iraq,Video,wap p236k,2,0,0,0,0,0,0
2013-05-01,Iraq,Video,wap p233,1,0,0,0,0,0,0
2013-05-01,Iraq,Video,wap p232k,274,37,38,30,21,8,17
2013-05-01,Iraq,Video,wap p232b,33,4,4,3,1,1,0
2013-05-01,Iraq,Video,wap p232a,6,0,0,0,0,0,0
2013-05-01,Iraq,Video,wap p199k,45,1,1,1,1,0,1
2013-05-01,Iraq,Video,wap p199,12,1,1,1,0,0,0
2013-05-01,Iraq,Video,wap p155,992,86,87,65,44,12,37
2013-05-01,Iraq,Video,wap p11,1786,97,96,74,54,20,46
2013-05-01,Iraq,Video,p29,1,1,1,0,0,0,0
2013-05-01,Iraq,Video,p220,1,0,0,0,0,0,0
2013-05-01,Iraq,Video,p200,4,1,1,1,1,0,1
2013-05-01,Iraq,Video,p116,3,2,2,1,1,0,1
2013-05-01,Jordan,Babelbay,wap p9,1036,37,37,28,17,6,14
2013-05-01,Jordan,Babelbay,wap p261,24,1,1,0,1,0,1
2013-05-01,Jordan,Babelbay,wap p258b,2,0,0,0,0,0,0
2013-05-01,Jordan,Babelbay,wap p255,625,10,9,9,3,2,1
2013-05-01,Jordan,Babelbay,wap p253,5,0,0,0,0,0,0
2013-05-01,Jordan,Babelbay,wap p244b,73,2,2,1,0,0,0
2013-05-01,Jordan,Babelbay,wap p244,65,1,1,1,0,0,0
2013-05-01,Jordan,Babelbay,wap p232b,1155,59,59,49,31,7,25
2013-05-01,Jordan,Babelbay,wap p155,124,2,3,1,0,0,0
2013-05-01,Jordan,Babelbay,wap p152b,104,1,1,1,1,0,1
2013-05-01,Jordan,Babelbay,wap p11,860,18,18,13,3,3,3
2013-05-01,Jordan,Video,wap p9,4638,174,173,143,88,41,63
2013-05-01,Jordan,Video,wap p61,1,0,0,0,0,0,0
2013-05-01,Jordan,Video,wap p266,19,1,1,1,0,0,0
2013-05-01,Jordan,Video,wap p261,147,7,5,6,3,1,2
2013-05-01,Jordan,Video,wap p255,2349,56,55,40,30,15,24
2013-05-01,Jordan,Video,wap p253,2,0,0,0,0,0,0
2013-05-01,Jordan,Video,wap p244,317,6,6,5,4,1,4
2013-05-01,Jordan,Video,wap p155,15123,548,551,451,255,114,182
2013-05-01,Jordan,Video,wap p11,3515,83,81,62,37,16,29
2013-05-01,Jordan,Video,p263a,1,0,0,0,0,0,0
2013-05-01,Jordan,Video,p200a,1,0,0,0,0,0,0
2013-05-01,Jordan,Video,p116,3,0,0,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p9,1059,27,27,21,9,4,6
2013-05-01,Jordan,VIP Games,wap p61,1,0,0,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p266,2,0,0,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p261,36,0,0,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p255,596,8,8,5,1,0,1
2013-05-01,Jordan,VIP Games,wap p244,76,1,1,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p155,70,0,0,0,0,0,0
2013-05-01,Jordan,VIP Games,wap p11,850,11,11,8,4,2,4
2013-05-01,Kenya,Babelbay,wap p43b,1,0,0,0,0,0,0
2013-05-01,Kenya,Babelbay,wap p253,1,0,0,0,0,0,0
2013-05-01,Kenya,Babelbay,wap p222b,1,0,0,0,0,0,0
2013-05-01,Kenya,Babelbay,wap p173,3,0,0,0,0,0,0
2013-05-01,Kenya,Babelbay,wap p155,7,0,0,0,0,0,0
2013-05-01,Kenya,Video,wap p9,35,1,1,1,0,0,0
2013-05-01,Kenya,Video,wap p255,21,1,1,1,0,0,0
2013-05-01,Kenya,Video,wap p244,10,1,1,1,1,0,1
2013-05-01,Kenya,Video,wap p222,2,0,0,0,0,0,0
2013-05-01,Kenya,Video,wap p173,1,0,0,0,0,0,0
2013-05-01,Kenya,Video,wap p155,37,0,0,0,0,0,0
2013-05-01,Kenya,Video,wap p11,24,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p61,1,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p253,2,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p244,2,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p238,19,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p232,1,0,0,0,0,0,0
2013-05-01,KSA,Ringtone,wap p155,39,1,1,1,0,0,0
2013-05-01,KSA,Ringtone,wap p11,76,9,10,9,5,5,1
2013-05-01,KSA,Video,wap p9,5,0,0,0,0,0,0
2013-05-01,KSA,Video,wap p61,45,2,2,2,1,0,1
2013-05-01,KSA,Video,wap p30,2,0,0,0,0,0,0
2013-05-01,KSA,Video,wap p253,54,1,1,0,0,0,0
2013-05-01,KSA,Video,wap p244,12,0,0,0,0,0,0
2013-05-01,KSA,Video,wap p238h,1,0,0,0,0,0,0
2013-05-01,KSA,Video,wap p238,3752,106,104,88,47,30,37
2013-05-01,KSA,Video,wap p237,18,0,0,0,0,0,0
2013-05-01,KSA,Video,wap p232,12,1,1,1,1,1,1
2013-05-01,KSA,Video,wap p155,3583,105,105,84,51,12,44
2013-05-01,KSA,Video,wap p11,3175,402,402,361,176,73,147
2013-05-01,KSA,Video,UnKnown,1,0,0,0,0,0,0
2013-05-01,KSA,Video,P173a,5,0,0,0,0,0,0
2013-05-01,KSA,Video,p117,3,1,1,0,1,0,1
2013-05-01,Kuwait,Babelbay,wap p155,8,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p9,3,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p88,33,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p61,4,1,1,1,1,0,1
2013-05-01,Kuwait,Ringtone,wap p42,234,5,5,5,1,1,1
2013-05-01,Kuwait,Ringtone,wap p266,13,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p264,18,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p261,125,10,10,10,5,2,3
2013-05-01,Kuwait,Ringtone,wap p255,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p253,20,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p244,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,wap p155,1133,46,46,43,26,11,18
2013-05-01,Kuwait,Ringtone,wap p152,8,1,1,1,0,0,0
2013-05-01,Kuwait,Ringtone,wap p11,266,12,13,12,7,3,4
2013-05-01,Kuwait,Ringtone,p29,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,p220,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,p200a,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,p200,4,1,1,1,1,1,0
2013-05-01,Kuwait,Ringtone,p175,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,P173a,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,p125,1,0,0,0,0,0,0
2013-05-01,Kuwait,Ringtone,p116,1,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p9,3,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p88,46,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p61,3,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p266,12,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p264,10,1,1,1,1,0,1
2013-05-01,Kuwait,Video,wap p261,72,3,3,2,1,1,1
2013-05-01,Kuwait,Video,wap p258b,41,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p253,20,1,1,1,0,0,0
2013-05-01,Kuwait,Video,wap p155,109,5,5,4,0,0,0
2013-05-01,Kuwait,Video,wap p152,7,0,0,0,0,0,0
2013-05-01,Kuwait,Video,wap p11,179,11,11,10,5,1,4
2013-05-01,Kuwait,Video,p29,2,0,0,0,0,0,0
2013-05-01,Kuwait,Video,p200,1,0,0,0,0,0,0
2013-05-01,Kuwait,Video,p117,1,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p9,3,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p88,19,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p42,166,3,3,3,1,0,1
2013-05-01,Kuwait,WallPapers,wap p266,4,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p264,5,1,1,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p261,37,2,2,2,2,2,1
2013-05-01,Kuwait,WallPapers,wap p253,6,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p155,11,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p152,3,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,wap p11,70,4,4,3,1,1,0
2013-05-01,Kuwait,WallPapers,p61,1,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,p29,1,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,p200,3,0,0,0,0,0,0
2013-05-01,Kuwait,WallPapers,p117,1,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p9,2,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p264,18,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p240a,2,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p236a,6,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p233,4,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p232a,367,3,3,2,0,0,2
2013-05-01,Norway,Brain2Train,wap p223a,1,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p190a,7,0,0,0,0,0,0
2013-05-01,Norway,Brain2Train,wap p155,1019,11,10,8,0,0,4
2013-05-01,Norway,Brain2Train,wap p152a,6,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p9,7122,360,365,305,159,68,127
2013-05-01,Oman,Ringtone,wap p88,1599,11,11,10,4,2,3
2013-05-01,Oman,Ringtone,wap p7,16,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p61,7,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p30,58,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p266,1007,17,17,16,10,3,10
2013-05-01,Oman,Ringtone,wap p264,26,2,2,0,0,0,0
2013-05-01,Oman,Ringtone,wap p261,158,11,12,11,6,3,4
2013-05-01,Oman,Ringtone,wap p258g,2,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p255,156,7,7,5,1,1,1
2013-05-01,Oman,Ringtone,wap p253,167,1,1,1,0,0,0
2013-05-01,Oman,Ringtone,wap p244,98,3,3,3,1,1,1
2013-05-01,Oman,Ringtone,wap p236,2,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p233,1082,37,37,31,21,8,15
2013-05-01,Oman,Ringtone,wap p232g,17,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p223,446,11,11,10,5,0,5
2013-05-01,Oman,Ringtone,wap p199,25,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p173,75,4,4,4,1,0,1
2013-05-01,Oman,Ringtone,wap p155,9195,388,393,334,187,80,141
2013-05-01,Oman,Ringtone,wap p130,4,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,wap p11,13,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,p86,3,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,p220,3,1,1,1,1,1,1
2013-05-01,Oman,Ringtone,p200,2,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,P173a,1,0,0,0,0,0,0
2013-05-01,Oman,Ringtone,p116,1,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p9,4769,329,329,278,162,67,124
2013-05-01,Oman,Video,wap p88,860,10,10,9,4,1,3
2013-05-01,Oman,Video,wap p7,9,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p61,2,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p42h,3,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p41h,10,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p30,2,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p266,464,14,14,11,10,4,7
2013-05-01,Oman,Video,wap p264,26,3,3,3,1,0,1
2013-05-01,Oman,Video,wap p261,116,6,6,6,3,0,3
2013-05-01,Oman,Video,wap p258g,2,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p255,135,12,12,11,11,3,9
2013-05-01,Oman,Video,wap p253,110,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p244,59,1,1,1,1,0,1
2013-05-01,Oman,Video,wap p236h,7,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p236,4,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p233,611,27,27,24,13,9,7
2013-05-01,Oman,Video,wap p232h,7527,101,100,84,38,15,30
2013-05-01,Oman,Video,wap p232g,8,1,1,1,1,0,1
2013-05-01,Oman,Video,wap p223,291,8,8,8,3,1,3
2013-05-01,Oman,Video,wap p199h,13,0,0,0,0,0,0
2013-05-01,Oman,Video,wap p199,27,1,1,1,1,0,1
2013-05-01,Oman,Video,wap p173,71,7,7,7,4,2,4
2013-05-01,Oman,Video,wap p155,6845,239,239,207,115,46,87
2013-05-01,Oman,Video,wap p11,11,0,0,0,0,0,0
2013-05-01,Oman,Video,p86,3,0,0,0,0,0,0
2013-05-01,Oman,Video,p29,1,0,0,0,0,0,0
2013-05-01,Oman,Video,p220,1,0,0,0,0,0,0
2013-05-01,Oman,Video,p200,5,0,0,0,0,0,0
2013-05-01,Oman,Video,P173a,3,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p9,163,18,18,15,7,3,5
2013-05-01,Oman,VIP Games,wap p88,13,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p61,1,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p41g,26,3,3,2,1,0,1
2013-05-01,Oman,VIP Games,wap p30,786,35,35,27,10,6,5
2013-05-01,Oman,VIP Games,wap p266,2,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p264,2,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p261,3,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p258g,324,5,6,6,2,2,1
2013-05-01,Oman,VIP Games,wap p255,22,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p253,2,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p244,2,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p236,1,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p233,270,5,5,4,2,1,2
2013-05-01,Oman,VIP Games,wap p232g,10089,123,126,106,67,24,48
2013-05-01,Oman,VIP Games,wap p223,2,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p199,8,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p173,4,0,0,0,0,0,0
2013-05-01,Oman,VIP Games,wap p155,229,23,23,22,13,5,9
2013-05-01,Oman,WallPapers,wap p9,1556,98,99,92,52,16,40
2013-05-01,Oman,WallPapers,wap p88,274,1,1,1,0,0,0
2013-05-01,Oman,WallPapers,wap p7,3,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p61,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p30,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p266,184,8,8,7,1,0,1
2013-05-01,Oman,WallPapers,wap p264,9,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p261,33,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p255,58,5,5,5,2,1,1
2013-05-01,Oman,WallPapers,wap p253,35,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p244,27,2,2,2,2,2,1
2013-05-01,Oman,WallPapers,wap p236,2,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p233,199,10,10,7,5,2,5
2013-05-01,Oman,WallPapers,wap p232g,15,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p223,92,3,3,2,2,2,1
2013-05-01,Oman,WallPapers,wap p199,8,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p173,21,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p155,1798,100,100,86,38,10,34
2013-05-01,Oman,WallPapers,wap p130,2,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,wap p11,3,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,p86,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,p29,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,p220,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,p175,1,0,0,0,0,0,0
2013-05-01,Oman,WallPapers,p117,1,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p7,2,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p3b,54,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p30b,6,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p260,112,2,2,2,1,1,0
2013-05-01,Qatar,Babelbay,wap p258b,7,1,1,1,1,0,1
2013-05-01,Qatar,Babelbay,wap p254b,2,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p253,561,16,16,12,7,5,4
2013-05-01,Qatar,Babelbay,wap p237,2,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p233,2,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p232b,4,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p223b,1,0,0,0,0,0,0
2013-05-01,Qatar,Babelbay,wap p155,1527,47,45,38,21,8,16
2013-05-01,Qatar,Babelbay,p237,1,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p9,88,1,1,1,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p88,115,4,4,4,1,0,1
2013-05-01,Qatar,Movie Buzz,wap p61,3,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p42i,1,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p41,788,23,22,18,5,3,3
2013-05-01,Qatar,Movie Buzz,wap p30,1,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p266,74,5,5,5,4,2,3
2013-05-01,Qatar,Movie Buzz,wap p264,19,1,1,1,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p261,13,1,1,1,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p260,1,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p255,830,54,54,46,10,5,6
2013-05-01,Qatar,Movie Buzz,wap p238,45,1,1,1,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p233,99,3,3,3,1,0,1
2013-05-01,Qatar,Movie Buzz,wap p232,205,12,12,10,6,3,5
2013-05-01,Qatar,Movie Buzz,wap p217,62,1,1,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p210m,10,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p190,1,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p175,62,5,5,5,2,2,0
2013-05-01,Qatar,Movie Buzz,wap p173,8,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p155,196,4,4,2,1,0,1
2013-05-01,Qatar,Movie Buzz,wap p152,31,1,1,1,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p130m,12,0,0,0,0,0,0
2013-05-01,Qatar,Movie Buzz,wap p11,111,0,1,1,0,0,0
2013-05-01,Qatar,Ringtone,wap p9,201,1,1,0,0,0,0
2013-05-01,Qatar,Ringtone,wap p88,248,22,22,18,9,2,7
2013-05-01,Qatar,Ringtone,wap p7,1,0,0,0,0,0,0
2013-05-01,Qatar,Ringtone,wap p42i,2,0,0,0,0,0,0
2013-05-01,Qatar,Ringtone,wap p41,1932,39,38,32,23,12,19
2013-05-01,Qatar,Ringtone,wap p3b,2,0,0,0,0,0,0
2013-05-01,Qatar,Ringtone,wap p30,4,0,0,0,0,0,0
2013-05-01,Qatar,Ringtone,wap p266,180,3,3,2,3,1,2
2013-05-01,Qatar,Ringtone,wap p261,44,2,2,2,1,1,0
2013-05-01,Qatar,Ringtone,wap p260,2,0,0,0,0,0,0
