Wurfl_Id,wurfl_device_id,wurfl_fall_back,brand_name,model_name,marketing_name,SubMethod_Displayed,SubMethod_SubscribedTo,SubMethod,Visits,Visits_ToOperatorSelection,Visits_ToOperatorSelectionOnly,Submission_OperatorSelection,Visits_ToLandingPage,Submissions,Subscribers,device_os,device_os_version,release_date,mobile_browser
14616,sonyericsson_e10i_ver1_suban21_02,sonyericsson_e10i_ver1_suban21,SonyEricsson,E10i,Xperia X10 Mini,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.1,2010_september,Android Webkit
14616,sonyericsson_e10i_ver1_suban21_02,sonyericsson_e10i_ver1_suban21,SonyEricsson,E10i,Xperia X10 Mini,11,NULL,WAPPIN,4,0,0,0,4,1,0,Android,2.1,2010_september,Android Webkit
14617,sonyericsson_e10i_ver1_suban21_03,sonyericsson_e10i_ver1_suban21,SonyEricsson,E10i,Xperia X10 Mini,NULL,NULL,NULL,41,0,0,0,41,0,0,Android,2.1,2010_september,Android Webkit
14617,sonyericsson_e10i_ver1_suban21_03,sonyericsson_e10i_ver1_suban21,SonyEricsson,E10i,Xperia X10 Mini,3,NULL,CLICKTAG,21,0,0,0,21,0,0,Android,2.1,2010_september,Android Webkit
14618,verizon_droid_ver1_sub22_01,verizon_droid_ver1_suban22_subfbf84b,Verizon,Droid,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.2,2009_october,Android Webkit
14618,verizon_droid_ver1_sub22_01,verizon_droid_ver1_suban22_subfbf84b,Verizon,Droid,,10,NULL,LINKPIN,1,0,0,0,1,1,0,Android,2.2,2009_october,Android Webkit
14622,mot_milestone_ver1_sub221,mot_milestone_ver1,Motorola,Milestone,,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.2.1,2009_october,Android Webkit
14637,softbank_001dl_ver1_subuastreak,softbank_001dl_ver1,Softbank,001DL,Dell Streak 5,11,NULL,WAPPIN,24,0,0,0,24,2,0,Android,1.6,2010_december,Android Webkit
14637,softbank_001dl_ver1_subuastreak,softbank_001dl_ver1,Softbank,001DL,Dell Streak 5,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,1.6,2010_december,Android Webkit
14637,softbank_001dl_ver1_subuastreak,softbank_001dl_ver1,Softbank,001DL,Dell Streak 5,16,NULL,GooglePlay,8,0,0,0,8,0,0,Android,1.6,2010_december,Android Webkit
14648,htc_desire_ver1_sub02,htc_desire_ver1_subx06ht,HTC,X06HT,HTC Desire X06HT for SoftBank,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.1,2010_march,Android Webkit
14649,htc_desirehd_ver1_sub233,htc_desirehd_ver1_sub23,HTC,Desire HD,,11,NULL,WAPPIN,14,0,0,0,14,0,0,Android,2.3.3,2009_october,Android Webkit
14649,htc_desirehd_ver1_sub233,htc_desirehd_ver1_sub23,HTC,Desire HD,,16,NULL,GooglePlay,6,0,0,0,6,0,0,Android,2.3.3,2009_october,Android Webkit
14651,htc_s510e_ver1_subdesires,htc_s510e_ver1,HTC,S510e,Desire S,16,NULL,GooglePlay,4,0,0,0,4,0,0,Android,2.3,2011_january,Android Webkit
14651,htc_s510e_ver1_subdesires,htc_s510e_ver1,HTC,S510e,Desire S,11,NULL,WAPPIN,14,0,0,0,14,0,0,Android,2.3,2011_january,Android Webkit
14651,htc_s510e_ver1_subdesires,htc_s510e_ver1,HTC,S510e,Desire S,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2011_january,Android Webkit
14664,lg_c550_ver1,generic_android_ver2_2,LG,LG/C550/V1.0,LG Optimus Chat,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.2,2011_june,Android Webkit
14666,samsung_gt_s5333_ver1,generic_dolfin2_0,Samsung,GT-S5333,Samsung Wave 533,NULL,NULL,NULL,3,0,0,0,3,0,0,,,2011_june,Dolfin/Jasmine Webkit
14666,samsung_gt_s5333_ver1,generic_dolfin2_0,Samsung,GT-S5333,Samsung Wave 533,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_june,Dolfin/Jasmine Webkit
14675,samsung_gt_i9000_ver1_subuat959v,samsung_gt_i9000_ver1,Samsung,GT-I9000,Galaxy S,10,NULL,LINKPIN,1,0,0,0,1,1,0,Android,2.1,2010_march,Android Webkit
14675,samsung_gt_i9000_ver1_subuat959v,samsung_gt_i9000_ver1,Samsung,GT-I9000,Galaxy S,11,NULL,WAPPIN,8,0,0,0,8,0,0,Android,2.1,2010_march,Android Webkit
14675,samsung_gt_i9000_ver1_subuat959v,samsung_gt_i9000_ver1,Samsung,GT-I9000,Galaxy S,16,NULL,GooglePlay,4,0,0,0,4,0,0,Android,2.1,2010_march,Android Webkit
14678,htc_tattoo_ver1_sub16_01,htc_tattoo_ver1,HTC,Tattoo,,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,1.6,2009_september,Android Webkit
14679,htc_legend_ver1_subua01,htc_legend_ver1,HTC,Legend,,16,NULL,GooglePlay,3,0,0,0,3,0,0,Android,2.1,2009_october,Android Webkit
14679,htc_legend_ver1_subua01,htc_legend_ver1,HTC,Legend,,11,NULL,WAPPIN,10,0,0,0,10,0,0,Android,2.1,2009_october,Android Webkit
14680,htc_legend_ver1_subua02,htc_legend_ver1,HTC,Legend,,16,NULL,GooglePlay,7,0,0,0,7,0,0,Android,2.1,2009_october,Android Webkit
14680,htc_legend_ver1_subua02,htc_legend_ver1,HTC,Legend,,11,NULL,WAPPIN,28,0,0,0,28,2,0,Android,2.1,2009_october,Android Webkit
14680,htc_legend_ver1_subua02,htc_legend_ver1,HTC,Legend,,16,16,GooglePlay,2,0,0,0,2,2,2,Android,2.1,2009_october,Android Webkit
14680,htc_legend_ver1_subua02,htc_legend_ver1,HTC,Legend,,NULL,NULL,NULL,1,0,0,0,1,0,0,Android,2.1,2009_october,Android Webkit
14682,tmobile_mytouch_ver1_suban22,tmobile_mytouch_ver1,T-Mobile,myTouch 3G,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.2,2010_september,Android Webkit
14705,sonyericsson_mt15i_ver1_suban233_01,sonyericsson_mt15i_ver1_suban233,SonyEricsson,MT15i,Xperia Neo,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.3,2011_february,Android Webkit
14705,sonyericsson_mt15i_ver1_suban233_01,sonyericsson_mt15i_ver1_suban233,SonyEricsson,MT15i,Xperia Neo,11,NULL,WAPPIN,3,0,0,0,3,0,0,Android,2.3,2011_february,Android Webkit
14713,sprint_apa9292_ver1_sub233,sprint_apa9292_ver1,HTC,9292,EVO 4G,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3.3,2010_june,Android Webkit
14715,telstra_t_hub2_ver1,generic_android_ver2_3,Telstra,T-Hub2,,11,NULL,WAPPIN,3,0,0,0,3,0,0,Android,2.3,2012_april,Android Webkit
14716,samsung_galaxy_tab_p4_ver1_subbig,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,3.1,2011_june,Android Webkit
14718,nokia_t7_00_ver1,nokia_x7_00_ver1,Nokia,T7-00,T7,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,S3,2011_june,Nokia BrowserNG
14718,nokia_t7_00_ver1,nokia_x7_00_ver1,Nokia,T7-00,T7,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,S3,2011_june,Nokia BrowserNG
14721,samsung_gt_e2232_ver1,opwv_v62_generic,Samsung,GT-E2232,,3,3,CLICKTAG,1,0,0,0,1,1,1,,,2011_july,Openwave Mobile Browser
14721,samsung_gt_e2232_ver1,opwv_v62_generic,Samsung,GT-E2232,,3,NULL,CLICKTAG,2,0,0,0,2,0,0,,,2011_july,Openwave Mobile Browser
14723,blackberry9860_ver1,blackberry_generic_ver6,RIM,BlackBerry Torch 9860,Monza,3,NULL,CLICKTAG,7,0,0,0,7,0,0,RIM OS,6,2011_april,Safari
14723,blackberry9860_ver1,blackberry_generic_ver6,RIM,BlackBerry Torch 9860,Monza,NULL,NULL,NULL,28,0,0,0,28,0,0,RIM OS,6,2011_april,Safari
14724,blackberry9860_ver1_subveros7,blackberry9860_ver1,RIM,BlackBerry Torch 9860,Monza,NULL,NULL,NULL,10,0,0,0,10,0,0,RIM OS,7,2011_april,Safari
14725,blackberry9900_ver1,blackberry_generic_ver7,RIM,BlackBerry Bold Touch 9900,Dakota,3,NULL,CLICKTAG,23,0,0,0,23,0,0,RIM OS,7,2011_september,BlackBerry
14725,blackberry9900_ver1,blackberry_generic_ver7,RIM,BlackBerry Bold Touch 9900,Dakota,NULL,NULL,NULL,84,0,0,0,84,0,0,RIM OS,7,2011_september,BlackBerry
14726,blackberry9900_ver1_sub_os7,blackberry9900_ver1,RIM,BlackBerry Bold Touch 9900,Dakota,NULL,NULL,NULL,61,0,0,0,61,0,0,RIM OS,7,2011_may,BlackBerry
14726,blackberry9900_ver1_sub_os7,blackberry9900_ver1,RIM,BlackBerry Bold Touch 9900,Dakota,3,NULL,CLICKTAG,10,0,0,0,10,0,0,RIM OS,7,2011_may,BlackBerry
14746,samsung_gt_c3322_ver1,generic_netfront_ver4_1,Access,NetFront Ver. 4.1,,3,NULL,CLICKTAG,2,0,0,0,2,0,0,,,2002_july,Access Netfront
14751,nokia_c5_00_ver1_subng73,nokia_c5_00_ver1,Nokia,C5-00,C5,3,NULL,CLICKTAG,386,0,0,0,386,0,0,Symbian OS,9.3,2010_march,Nokia BrowserNG
14751,nokia_c5_00_ver1_subng73,nokia_c5_00_ver1,Nokia,C5-00,C5,NULL,NULL,NULL,184,0,0,0,184,0,0,Symbian OS,9.3,2010_march,Nokia BrowserNG
14751,nokia_c5_00_ver1_subng73,nokia_c5_00_ver1,Nokia,C5-00,C5,3,3,CLICKTAG,30,0,0,0,30,30,30,Symbian OS,9.3,2010_march,Nokia BrowserNG
14753,htc_sensation_ver1_subz710e,htc_sensation_ver1,HTC,Z710,Sensation,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.3,2011_june,Android Webkit
14753,htc_sensation_ver1_subz710e,htc_sensation_ver1,HTC,Z710,Sensation,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2011_june,Android Webkit
14757,samsung_gt_e2222_ver1,generic_netfront_ver4_1,Samsung,GT-E2222,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_july,Access Netfront
14762,mot_mb525_ver1_subu32590,mot_mb525_ver1,Motorola,MB525,DEFY,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.1,2010_october,Android Webkit
14762,mot_mb525_ver1_subu32590,mot_mb525_ver1,Motorola,MB525,DEFY,11,NULL,WAPPIN,8,0,0,0,8,0,0,Android,2.1,2010_october,Android Webkit
14762,mot_mb525_ver1_subu32590,mot_mb525_ver1,Motorola,MB525,DEFY,16,NULL,GooglePlay,6,0,0,0,6,0,0,Android,2.1,2010_october,Android Webkit
14779,nokia_808_ver1,nokia_generic_symbian_belle,Nokia,808 PureView,808 PureView,NULL,NULL,NULL,386,0,0,0,386,0,0,Symbian OS,Belle,2012_february,Nokia BrowserNG
14779,nokia_808_ver1,nokia_generic_symbian_belle,Nokia,808 PureView,808 PureView,9,9,JAVA_APP,25,0,0,0,25,25,25,Symbian OS,Belle,2012_february,Nokia BrowserNG
14779,nokia_808_ver1,nokia_generic_symbian_belle,Nokia,808 PureView,808 PureView,9,NULL,JAVA_APP,310,0,0,0,310,0,0,Symbian OS,Belle,2012_february,Nokia BrowserNG
14782,samsung_gt_p7510_ver1,samsung_gt_p7100_ver1,Samsung,GT-P7510,Galaxy Tab 10.1,16,NULL,GooglePlay,5,0,0,0,5,0,0,Android,3.1,2011_june,Android Webkit
14782,samsung_gt_p7510_ver1,samsung_gt_p7100_ver1,Samsung,GT-P7510,Galaxy Tab 10.1,11,NULL,WAPPIN,5,0,0,0,5,0,0,Android,3.1,2011_june,Android Webkit
14787,samsung_omnia7_ver1_subos75,samsung_omnia7_ver1,Samsung,SGH-i917,Omnia 7,NULL,NULL,NULL,8,0,0,0,8,0,0,Windows Phone OS,7.5,2011_july,IEMobile
14792,nokia_c2_00_ver1,nokia_generic_series40_dp60,Nokia,C2-00,,3,NULL,CLICKTAG,70,0,0,0,70,0,0,,,2010_june,Nokia
14792,nokia_c2_00_ver1,nokia_generic_series40_dp60,Nokia,C2-00,,3,3,CLICKTAG,7,0,0,0,7,7,7,,,2010_june,Nokia
14792,nokia_c2_00_ver1,nokia_generic_series40_dp60,Nokia,C2-00,,NULL,NULL,NULL,23,0,0,0,23,0,0,,,2010_june,Nokia
14793,apple_ipad_ver1_sub5,apple_ipad_ver1_sub432,Apple,iPad,,10,NULL,LINKPIN,10,0,0,0,10,3,0,iPhone OS,5,2011_july,Safari
14793,apple_ipad_ver1_sub5,apple_ipad_ver1_sub432,Apple,iPad,,11,NULL,WAPPIN,656,0,0,0,656,8,0,iPhone OS,5,2011_july,Safari
14793,apple_ipad_ver1_sub5,apple_ipad_ver1_sub432,Apple,iPad,,11,11,WAPPIN,2,0,0,0,2,2,2,iPhone OS,5,2011_july,Safari
14794,sonyericsson_st18i_ver1,generic_android_ver2_3,SonyEricsson,ST18i,Urushi,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2011_july,Android Webkit
14794,sonyericsson_st18i_ver1,generic_android_ver2_3,SonyEricsson,ST18i,Urushi,11,NULL,WAPPIN,10,0,0,0,10,0,0,Android,2.3,2011_july,Android Webkit
14794,sonyericsson_st18i_ver1,generic_android_ver2_3,SonyEricsson,ST18i,Urushi,11,10,WAPPIN>LINKPIN,1,0,0,0,1,1,1,Android,2.3,2011_july,Android Webkit
14794,sonyericsson_st18i_ver1,generic_android_ver2_3,SonyEricsson,ST18i,Urushi,16,NULL,GooglePlay,5,0,0,0,5,0,0,Android,2.3,2011_july,Android Webkit
14798,htc_evo_3d_ver1_subua,htc_evo_3d_ver1,HTC,EVO 3D,Shooter,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2011_june,Android Webkit
14798,htc_evo_3d_ver1_subua,htc_evo_3d_ver1,HTC,EVO 3D,Shooter,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2011_june,Android Webkit
14800,sonyericsson_x10iv_subanroid2_3,sonyericsson_x10iv_subanroid2_1,SonyEricsson,X10a,Xperia X10,NULL,NULL,NULL,1,0,0,0,1,0,0,Android,2.3,2010_september,Android Webkit
14801,lg_e900_ver1_subos7_5,lg_e900_ver1,LG,E900,Optimus 7,NULL,NULL,NULL,4,0,0,0,4,0,0,Windows Phone OS,7.5,2011_september,IEMobile
14801,lg_e900_ver1_subos7_5,lg_e900_ver1,LG,E900,Optimus 7,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Windows Phone OS,7.5,2011_september,IEMobile
14802,huawei_g6608_ver1,generic_teleca_obigo,Huawei,G6608,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_july,Teleca-Obigo
14811,nokia_500_ver1,nokia_generic_symbian_anna,Nokia,500,,NULL,NULL,NULL,233,0,0,0,233,0,0,Symbian OS,Anna,2011_august,Nokia BrowserNG
14811,nokia_500_ver1,nokia_generic_symbian_anna,Nokia,500,,9,9,JAVA_APP,19,0,0,0,19,19,19,Symbian OS,Anna,2011_august,Nokia BrowserNG
14811,nokia_500_ver1,nokia_generic_symbian_anna,Nokia,500,,9,NULL,JAVA_APP,176,0,0,0,176,0,0,Symbian OS,Anna,2011_august,Nokia BrowserNG
14813,samsung_gt_s5253_ver1_subua,samsung_gt_s5253_ver1,Samsung,GT-S5253,,3,NULL,CLICKTAG,5,0,0,0,5,0,0,Bada OS,,2011_january,Dolfin/Jasmine Webkit
14813,samsung_gt_s5253_ver1_subua,samsung_gt_s5253_ver1,Samsung,GT-S5253,,NULL,NULL,NULL,6,0,0,0,6,0,0,Bada OS,,2011_january,Dolfin/Jasmine Webkit
14813,samsung_gt_s5253_ver1_subua,samsung_gt_s5253_ver1,Samsung,GT-S5253,,3,3,CLICKTAG,1,0,0,0,1,1,1,Bada OS,,2011_january,Dolfin/Jasmine Webkit
14816,nokia_c2_02_ver1,nokia_generic_series40_beyond_dp60,Nokia,C2-02,,NULL,NULL,NULL,3,0,0,0,3,0,0,,,2011_june,Nokia
14816,nokia_c2_02_ver1,nokia_generic_series40_beyond_dp60,Nokia,C2-02,,3,NULL,CLICKTAG,14,0,0,0,14,0,0,,,2011_june,Nokia
14817,samsung_gt_c3752_ver1,generic_netfront_ver4_1,Samsung,GT-C3752,,NULL,NULL,NULL,4,0,0,0,4,0,0,,,2011_august,Access Netfront
14817,samsung_gt_c3752_ver1,generic_netfront_ver4_1,Samsung,GT-C3752,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_august,Access Netfront
14828,samsung_galaxy_tab_ver1_subp1010,samsung_galaxy_tab_ver1,Samsung,GT-P1010,Galaxy Tab,16,NULL,GooglePlay,11,0,0,0,11,0,0,Android,2.2,2010_september,Android Webkit
14828,samsung_galaxy_tab_ver1_subp1010,samsung_galaxy_tab_ver1,Samsung,GT-P1010,Galaxy Tab,11,NULL,WAPPIN,39,0,0,0,39,0,0,Android,2.2,2010_september,Android Webkit
14828,samsung_galaxy_tab_ver1_subp1010,samsung_galaxy_tab_ver1,Samsung,GT-P1010,Galaxy Tab,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.2,2010_september,Android Webkit
14837,tmobile_espresso_ver1_suban22,tmobile_espresso_ver1,HTC,Espresso,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.2,2010_june,Android Webkit
14838,kyocera_m6000_ver1_suban22,kyocera_m6000_ver1,Kyocera,M6000,Zio,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.2,2010_june,Android Webkit
14850,lg_p999_ver1_suban23,lg_p999_ver1,LG,P999,T-Mobile G2x,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
14856,samsung_shw_m110s_ver1_suban23,samsung_shw_m110s_ver1,Samsung,SHW-M110S,Galaxy S,16,NULL,GooglePlay,5,0,0,0,5,0,0,Android,2.3,2010_december,Android Webkit
14856,samsung_shw_m110s_ver1_suban23,samsung_shw_m110s_ver1,Samsung,SHW-M110S,Galaxy S,11,NULL,WAPPIN,5,0,0,0,5,0,0,Android,2.3,2010_december,Android Webkit
14859,htc_adr6400l_ver1_subua4g,htc_adr6400l_ver1,HTC,ADR6400L,Thunderbolt 4G,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
14859,htc_adr6400l_ver1_subua4g,htc_adr6400l_ver1,HTC,ADR6400L,Thunderbolt 4G,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2009_october,Android Webkit
14861,tmobile_mytouch4g_ver1_suban23,tmobile_mytouch4g_ver1,T-Mobile,myTouch4G,,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
14861,tmobile_mytouch4g_ver1_suban23,tmobile_mytouch4g_ver1,T-Mobile,myTouch4G,,11,NULL,WAPPIN,21,0,0,0,21,4,0,Android,2.3,2009_october,Android Webkit
14861,tmobile_mytouch4g_ver1_suban23,tmobile_mytouch4g_ver1,T-Mobile,myTouch4G,,16,NULL,GooglePlay,11,0,0,0,11,0,0,Android,2.3,2009_october,Android Webkit
14866,samsung_gt_i9100_ver1_subt,samsung_gt_i9100_ver1,Samsung,GT-I9100,Galaxy S II,NULL,NULL,NULL,2,0,0,0,2,0,0,Android,2.3,2010_November,Android Webkit
14867,samsung_gt_i9100_ver1_subm,samsung_gt_i9100_ver1,Samsung,GT-I9100,Galaxy S II,3,NULL,CLICKTAG,2,0,0,0,2,0,0,Android,2.3,2010_November,Android Webkit
14867,samsung_gt_i9100_ver1_subm,samsung_gt_i9100_ver1,Samsung,GT-I9100,Galaxy S II,NULL,NULL,NULL,3,0,0,0,3,0,0,Android,2.3,2010_November,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,11,NULL,WAPPIN,433,0,0,0,433,15,0,Android,2.3,2011_august,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,16,16,GooglePlay,2,0,0,0,2,2,2,Android,2.3,2011_august,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,10,NULL,LINKPIN,25,0,0,0,25,6,0,Android,2.3,2011_august,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,11,11,WAPPIN,1,0,0,0,1,1,1,Android,2.3,2011_august,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,16,NULL,GooglePlay,204,0,0,0,204,0,0,Android,2.3,2011_august,Android Webkit
14871,samsung_gt_s5830_ver1_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,10,10,LINKPIN,1,0,0,0,1,1,1,Android,2.3,2011_august,Android Webkit
14872,lg_p920_ver1_suban222,lg_p920_ver1,LG,P920,Optimus 3D,16,NULL,GooglePlay,16,0,0,0,16,0,0,Android,2.2,2011_april,Android Webkit
14872,lg_p920_ver1_suban222,lg_p920_ver1,LG,P920,Optimus 3D,11,NULL,WAPPIN,36,0,0,0,36,4,0,Android,2.2,2011_april,Android Webkit
14872,lg_p920_ver1_suban222,lg_p920_ver1,LG,P920,Optimus 3D,16,16,GooglePlay,1,0,0,0,1,1,1,Android,2.2,2011_april,Android Webkit
14872,lg_p920_ver1_suban222,lg_p920_ver1,LG,P920,Optimus 3D,10,NULL,LINKPIN,2,0,0,0,2,0,0,Android,2.2,2011_april,Android Webkit
14872,lg_p920_ver1_suban222,lg_p920_ver1,LG,P920,Optimus 3D,11,10,WAPPIN>LINKPIN,1,0,0,0,1,1,1,Android,2.2,2011_april,Android Webkit
14887,samsung_shw_m100s_ver1_suban22,samsung_shw_m100s_ver1,Samsung,SHW-M100S,Galaxy A,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.2,2010_october,Android Webkit
14891,sonyericsson_st15i_ver1,generic_android_ver2_3,SonyEricsson,ST15i,,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2011_august,Android Webkit
14891,sonyericsson_st15i_ver1,generic_android_ver2_3,SonyEricsson,ST15i,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2011_august,Android Webkit
14893,samsung_gt_s5570_ver1_suban234b,samsung_gt_s5570_ver1_suban234,Samsung,GT-S5570,Galaxy Mini,16,16,GooglePlay,1,0,0,0,1,1,1,Android,2.3,2011_january,Android Webkit
14893,samsung_gt_s5570_ver1_suban234b,samsung_gt_s5570_ver1_suban234,Samsung,GT-S5570,Galaxy Mini,10,NULL,LINKPIN,2,0,0,0,2,0,0,Android,2.3,2011_january,Android Webkit
14893,samsung_gt_s5570_ver1_suban234b,samsung_gt_s5570_ver1_suban234,Samsung,GT-S5570,Galaxy Mini,11,NULL,WAPPIN,68,0,0,0,68,1,0,Android,2.3,2011_january,Android Webkit
14893,samsung_gt_s5570_ver1_suban234b,samsung_gt_s5570_ver1_suban234,Samsung,GT-S5570,Galaxy Mini,16,NULL,GooglePlay,32,0,0,0,32,0,0,Android,2.3,2011_january,Android Webkit
14895,sonyericsson_u20i_ver1_suban21b,sonyericsson_u20i_ver1_suban21,SonyEricsson,U20i,Xperia X10 Mini pro,11,NULL,WAPPIN,3,0,0,0,3,0,0,Android,2.1,2010_september,Android Webkit
14895,sonyericsson_u20i_ver1_suban21b,sonyericsson_u20i_ver1_suban21,SonyEricsson,U20i,Xperia X10 Mini pro,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.1,2010_september,Android Webkit
14898,samsung_gt_s5750e_ver1_subua,samsung_gt_s5750e_ver1,Samsung,GT-S5750E,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_january,Dolfin/Jasmine Webkit
14900,blackberry9810_ver1,blackberry_generic_ver7,RIM,BlackBerry 9810,Torch 4G,3,NULL,CLICKTAG,5,0,0,0,5,0,0,RIM OS,7,2011_august,BlackBerry
14900,blackberry9810_ver1,blackberry_generic_ver7,RIM,BlackBerry 9810,Torch 4G,NULL,NULL,NULL,18,0,0,0,18,0,0,RIM OS,7,2011_august,BlackBerry
14903,nokia_c2_03_ver1,nokia_generic_series40_post_dp60,Nokia,C2-03,,3,NULL,CLICKTAG,143,0,0,0,143,0,0,,,2011_june,Nokia
14903,nokia_c2_03_ver1,nokia_generic_series40_post_dp60,Nokia,C2-03,,NULL,NULL,NULL,47,0,0,0,47,0,0,,,2011_june,Nokia
14903,nokia_c2_03_ver1,nokia_generic_series40_post_dp60,Nokia,C2-03,,3,3,CLICKTAG,20,0,0,0,20,20,20,,,2011_june,Nokia
14905,nokia_c2_03_ver1_subovibrsr1,nokia_c2_03_ver1,Nokia,C2-03,,3,NULL,CLICKTAG,320,0,0,0,320,0,0,,,2011_june,Nokia Proxy Browser
14905,nokia_c2_03_ver1_subovibrsr1,nokia_c2_03_ver1,Nokia,C2-03,,3,6,CLICKTAG>SMS_DIRECT,1,0,0,0,1,1,1,,,2011_june,Nokia Proxy Browser
14905,nokia_c2_03_ver1_subovibrsr1,nokia_c2_03_ver1,Nokia,C2-03,,NULL,NULL,NULL,332,0,0,0,332,0,0,,,2011_june,Nokia Proxy Browser
14905,nokia_c2_03_ver1_subovibrsr1,nokia_c2_03_ver1,Nokia,C2-03,,3,3,CLICKTAG,70,0,0,0,70,70,70,,,2011_june,Nokia Proxy Browser
14906,nokia_c3_01_ver1_subovibrsr1,nokia_c3_01_ver1,Nokia,C3-01,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2010_september,Nokia
14907,nokia_x2_00_ver1_subovibrsr1,nokia_x2_00_ver1,Nokia,X2-00,,NULL,NULL,NULL,18,0,0,0,18,0,0,,,2010_april,Nokia
14907,nokia_x2_00_ver1_subovibrsr1,nokia_x2_00_ver1,Nokia,X2-00,,9,NULL,JAVA_APP,2,0,0,0,2,0,0,,,2010_april,Nokia
14907,nokia_x2_00_ver1_subovibrsr1,nokia_x2_00_ver1,Nokia,X2-00,,3,NULL,CLICKTAG,12,0,0,0,12,0,0,,,2010_april,Nokia
14908,nokia_x2_01_ver1_subovibrsr2,nokia_x2_01_ver1,Nokia,X2-01,,3,NULL,CLICKTAG,4,0,0,0,4,0,0,,,2010_november,Nokia
14908,nokia_x2_01_ver1_subovibrsr2,nokia_x2_01_ver1,Nokia,X2-01,,NULL,NULL,NULL,5,0,0,0,5,0,0,,,2010_november,Nokia
14908,nokia_x2_01_ver1_subovibrsr2,nokia_x2_01_ver1,Nokia,X2-01,,9,NULL,JAVA_APP,1,0,0,0,1,0,0,,,2010_november,Nokia
14933,asus_eee_pad_tf101_ver1_suban31,asus_eee_pad_tf101_ver1,Asus,Eee Pad Transformer TF101,,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,3.1,2011_april,Android Webkit
14934,samsung_gt_s7233e_ver1_subbada,samsung_gt_s7233e_ver1,Samsung,GT-S7233E,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2011_january,Dolfin/Jasmine Webkit
14934,samsung_gt_s7233e_ver1_subbada,samsung_gt_s7233e_ver1,Samsung,GT-S7233E,,NULL,NULL,NULL,6,0,0,0,6,0,0,,,2011_january,Dolfin/Jasmine Webkit
