Wurfl_Id,wurfl_device_id,wurfl_fall_back,brand_name,model_name,marketing_name,SubMethod_Displayed,SubMethod_SubscribedTo,SubMethod,Visits,Visits_ToOperatorSelection,Visits_ToOperatorSelectionOnly,Submission_OperatorSelection,Visits_ToLandingPage,Submissions,Subscribers,device_os,device_os_version,release_date,mobile_browser
9771,nokia_n79_ver1_110046,nokia_n79_ver1,Nokia,N79,,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,,2008_august,Safari
9776,nokia_5800d_ver1_sub1100006,nokia_5800d_ver1,Nokia,5800 XpressMusic,XpressMusic,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,9.4,2008_october,Safari
9776,nokia_5800d_ver1_sub1100006,nokia_5800d_ver1,Nokia,5800 XpressMusic,XpressMusic,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.4,2008_october,Safari
9784,nokia_6120c_ver1_sub511,nokia_6120c_ver1,Nokia,6120 classic,,NULL,NULL,NULL,19,0,0,0,19,0,0,Symbian OS,9.2,2007_april,Nokia
9784,nokia_6120c_ver1_sub511,nokia_6120c_ver1,Nokia,6120 classic,,3,NULL,CLICKTAG,75,0,0,0,75,0,0,Symbian OS,9.2,2007_april,Nokia
9784,nokia_6120c_ver1_sub511,nokia_6120c_ver1,Nokia,6120 classic,,3,3,CLICKTAG,6,0,0,0,6,6,6,Symbian OS,9.2,2007_april,Nokia
9819,nokia_n96_ver1_sub1110,nokia_n96_ver1,Nokia,N96,,NULL,NULL,NULL,3,0,0,0,3,0,0,Symbian OS,9.3,2008_february,Safari
9819,nokia_n96_ver1_sub1110,nokia_n96_ver1,Nokia,N96,,3,NULL,CLICKTAG,2,0,0,0,2,0,0,Symbian OS,9.3,2008_february,Safari
9821,nokia_3109c_ver1_sub0700,nokia_3109c_ver1,Nokia,3109 classic,classic,3,NULL,CLICKTAG,7,0,0,0,7,0,0,,,2007_may,Nokia
9821,nokia_3109c_ver1_sub0700,nokia_3109c_ver1,Nokia,3109 classic,classic,NULL,NULL,NULL,4,0,0,0,4,0,0,,,2007_may,Nokia
9823,nokia_5610d_ver1_sub0830,nokia_5610d_ver1,Nokia,5610,XpressMusic,3,NULL,CLICKTAG,3,0,0,0,3,0,0,,,2007_august,Nokia
9826,nokia_6300_ver1_sub0700,nokia_6300_ver1,Nokia,6300,,NULL,NULL,NULL,22,0,0,0,22,0,0,,,2006_november,Nokia
9826,nokia_6300_ver1_sub0700,nokia_6300_ver1,Nokia,6300,,3,3,CLICKTAG,7,0,0,0,7,7,7,,,2006_november,Nokia
9826,nokia_6300_ver1_sub0700,nokia_6300_ver1,Nokia,6300,,3,NULL,CLICKTAG,54,0,0,0,54,0,0,,,2006_november,Nokia
9831,nokia_n70_ver1_sub150638301,nokia_n70_ver1,Nokia,N70,,3,3,CLICKTAG,3,0,0,0,3,3,3,Symbian OS,,2005_april,Nokia
9831,nokia_n70_ver1_sub150638301,nokia_n70_ver1,Nokia,N70,,3,NULL,CLICKTAG,22,0,0,0,22,0,0,Symbian OS,,2005_april,Nokia
9831,nokia_n70_ver1_sub150638301,nokia_n70_ver1,Nokia,N70,,NULL,NULL,NULL,13,0,0,0,13,0,0,Symbian OS,,2005_april,Nokia
9832,nokia_n73_ver1_sub140812421,nokia_n73_ver1,Nokia,N73,,3,NULL,CLICKTAG,27,0,0,0,27,0,0,Symbian OS,9.1,2005_november,Nokia
9832,nokia_n73_ver1_sub140812421,nokia_n73_ver1,Nokia,N73,,9,NULL,JAVA_APP,18,0,0,0,18,0,0,Symbian OS,9.1,2005_november,Nokia
9832,nokia_n73_ver1_sub140812421,nokia_n73_ver1,Nokia,N73,,NULL,NULL,NULL,67,0,0,0,67,0,0,Symbian OS,9.1,2005_november,Nokia
9832,nokia_n73_ver1_sub140812421,nokia_n73_ver1,Nokia,N73,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.1,2005_november,Nokia
9840,samsung_sgh_f480_ver1_subaihj1,samsung_sgh_f480_ver1,Samsung,SGH-F480,,NULL,NULL,NULL,4,0,0,0,4,0,0,,,2002_july,Access Netfront
9840,samsung_sgh_f480_ver1_subaihj1,samsung_sgh_f480_ver1,Samsung,SGH-F480,,3,NULL,CLICKTAG,6,0,0,0,6,0,0,,,2002_july,Access Netfront
9849,nokia_3610a_ver1,nokia_generic_series40_dp50,Nokia,3610a,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2008_november,Nokia
9849,nokia_3610a_ver1,nokia_generic_series40_dp50,Nokia,3610a,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2008_november,Nokia
9913,nokia_n82_ver1_sub300019,nokia_n82_ver1_sub200062,Nokia,N82,,NULL,NULL,NULL,46,0,0,0,46,0,0,Symbian OS,9.2,2007_november,Safari
9913,nokia_n82_ver1_sub300019,nokia_n82_ver1_sub200062,Nokia,N82,,3,3,CLICKTAG,4,0,0,0,4,4,4,Symbian OS,9.2,2007_november,Safari
9913,nokia_n82_ver1_sub300019,nokia_n82_ver1_sub200062,Nokia,N82,,3,NULL,CLICKTAG,74,0,0,0,74,0,0,Symbian OS,9.2,2007_november,Safari
9982,apple_iphone_ver2_2_subcydia,apple_iphone_ver2_2,Apple,iPhone,,11,NULL,WAPPIN,3,0,0,0,3,0,0,iPhone OS,2.2,2008_november,Safari
10119,nokia_6070_ver1_sub0423,nokia_6070_ver1,Nokia,6070,,9,NULL,JAVA_APP,6,0,0,0,6,0,0,,,2006_february,Nokia
10119,nokia_6070_ver1_sub0423,nokia_6070_ver1,Nokia,6070,,9,9,JAVA_APP,2,0,0,0,2,2,2,,,2006_february,Nokia
10123,nokia_6300_ver1_sub0660,nokia_6300_ver1,Nokia,6300,,3,NULL,CLICKTAG,27,0,0,0,27,0,0,,,2006_november,Nokia
10123,nokia_6300_ver1_sub0660,nokia_6300_ver1,Nokia,6300,,3,3,CLICKTAG,4,0,0,0,4,4,4,,,2006_november,Nokia
10123,nokia_6300_ver1_sub0660,nokia_6300_ver1,Nokia,6300,,NULL,NULL,NULL,5,0,0,0,5,0,0,,,2006_november,Nokia
10129,nokia_3500_ver1_sub0660,nokia_3500_ver1,Nokia,3500c,,NULL,NULL,NULL,3,0,0,0,3,0,0,,,2002_january,Nokia
10129,nokia_3500_ver1_sub0660,nokia_3500_ver1,Nokia,3500c,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2002_january,Nokia
10166,nokia_6121c_ver1_submoz511,nokia_6121c_ver1_sub_mozilla_c409,Nokia,6121 classic,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.2,2007_june,Nokia
10167,nokia_e90_ver1_safari_3003484,nokia_e90_ver1_safari_2103475,Nokia,E90 Communicator,Communicator,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.2,2007_february,Safari
10167,nokia_e90_ver1_safari_3003484,nokia_e90_ver1_safari_2103475,Nokia,E90 Communicator,Communicator,3,NULL,CLICKTAG,6,0,0,0,6,0,0,Symbian OS,9.2,2007_february,Safari
10167,nokia_e90_ver1_safari_3003484,nokia_e90_ver1_safari_2103475,Nokia,E90 Communicator,Communicator,NULL,NULL,NULL,4,0,0,0,4,0,0,Symbian OS,9.2,2007_february,Safari
10169,nokia_6220c_ver1_submoz10323,nokia_6220c_ver1,Nokia,6220 classic,Classic,3,NULL,CLICKTAG,6,0,0,0,6,0,0,Symbian OS,9.3,2008_february,Safari
10169,nokia_6220c_ver1_submoz10323,nokia_6220c_ver1,Nokia,6220 classic,Classic,NULL,NULL,NULL,4,0,0,0,4,0,0,Symbian OS,9.3,2008_february,Safari
10169,nokia_6220c_ver1_submoz10323,nokia_6220c_ver1,Nokia,6220 classic,Classic,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.3,2008_february,Safari
10170,nokia_6220c_ver1_submoz10346,nokia_6220c_ver1_submoz10323,Nokia,6220 classic,Classic,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,9.3,2008_february,Safari
10172,nokia_n78_ver1_sub112046,nokia_n78_ver1,Nokia,N78,,3,NULL,CLICKTAG,6,0,0,0,6,0,0,Symbian OS,9.3,2008_february,Safari
10172,nokia_n78_ver1_sub112046,nokia_n78_ver1,Nokia,N78,,NULL,NULL,NULL,15,0,0,0,15,0,0,Symbian OS,9.3,2008_february,Safari
10182,nokia_3120c_ver_2_sub0716,nokia_3120c_ver1,Nokia,3120 classic,Classic,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2008_february,Nokia
10182,nokia_3120c_ver_2_sub0716,nokia_3120c_ver1,Nokia,3120 classic,Classic,3,3,CLICKTAG,1,0,0,0,1,1,1,,,2008_february,Nokia
10182,nokia_3120c_ver_2_sub0716,nokia_3120c_ver1,Nokia,3120 classic,Classic,3,NULL,CLICKTAG,3,0,0,0,3,0,0,,,2008_february,Nokia
10189,nokia_6210_ver1_submoz50_b0308,nokia_6210_ver1_submoz50,Nokia,6210,Navigator,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.3,2008_february,Nokia
10227,nokia_n81_ver1_sub3200056_2,nokia_n81_ver1_sub3200056,Nokia,N81,,3,NULL,CLICKTAG,5,0,0,0,5,0,0,Symbian OS,9.2,2009_january,Safari
10227,nokia_n81_ver1_sub3200056_2,nokia_n81_ver1_sub3200056,Nokia,N81,,NULL,NULL,NULL,12,0,0,0,12,0,0,Symbian OS,9.2,2009_january,Safari
10227,nokia_n81_ver1_sub3200056_2,nokia_n81_ver1_sub3200056,Nokia,N81,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.2,2009_january,Safari
10259,nokia_e51_ver1_sub13003456,nokia_e51_ver1,Nokia,E51,,3,NULL,CLICKTAG,3,0,0,0,3,0,0,Symbian OS,9.2,2007_september,Nokia
10259,nokia_e51_ver1_sub13003456,nokia_e51_ver1,Nokia,E51,,NULL,NULL,NULL,2,0,0,0,2,0,0,Symbian OS,9.2,2007_september,Nokia
10306,nokia_5800d_ver1_sub1100008,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,3,NULL,CLICKTAG,17,0,0,0,17,0,0,Symbian OS,9.4,2008_october,Safari
10306,nokia_5800d_ver1_sub1100008,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,3,3,CLICKTAG,2,0,0,0,2,2,2,Symbian OS,9.4,2008_october,Safari
10306,nokia_5800d_ver1_sub1100008,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,NULL,NULL,NULL,41,0,0,0,41,0,0,Symbian OS,9.4,2008_october,Safari
10324,samsung_s8300_ver1,generic_netfront_ver3_5,Samsung,GT-S8300,,3,NULL,CLICKTAG,4,0,0,0,4,0,0,,,2009_february,Access Netfront
10325,nokia_5800d_ver1_sub200012,nokia_5800d_ver1_sub1100008,Nokia,5800 XpressMusic,XpressMusic,NULL,NULL,NULL,12,0,0,0,12,0,0,Symbian OS,9.4,2009_february,Safari
10325,nokia_5800d_ver1_sub200012,nokia_5800d_ver1_sub1100008,Nokia,5800 XpressMusic,XpressMusic,3,NULL,CLICKTAG,10,0,0,0,10,0,0,Symbian OS,9.4,2009_february,Safari
10326,nokia_n85_ver1_sub11047,nokia_n85_ver1,Nokia,N85,,3,NULL,CLICKTAG,4,0,0,0,4,0,0,Symbian OS,9.3,2009_february,Safari
10326,nokia_n85_ver1_sub11047,nokia_n85_ver1,Nokia,N85,,NULL,NULL,NULL,4,0,0,0,4,0,0,Symbian OS,9.3,2009_february,Safari
10327,nokia_e66_ver1_sub20021118,nokia_e66_ver1,Nokia,E66,,NULL,NULL,NULL,3,0,0,0,3,0,0,Symbian OS,9.2,2009_february,Safari
10327,nokia_e66_ver1_sub20021118,nokia_e66_ver1,Nokia,E66,,3,NULL,CLICKTAG,3,0,0,0,3,0,0,Symbian OS,9.2,2009_february,Safari
10341,amazon_kindle2_ver1,amazon_kindle_ver1_sublinux,Amazon,Kindle 2,,NULL,NULL,NULL,1,0,0,0,1,0,0,Linux Smartphone OS,2.6,2009_january,Access Netfront
10358,sonyericsson_w995_ver1,generic_sonyericsson_netfront_ver3_4,SonyEricsson,W995,,3,NULL,CLICKTAG,3,0,0,0,3,0,0,,,2009_march,Access Netfront
10358,sonyericsson_w995_ver1,generic_sonyericsson_netfront_ver3_4,SonyEricsson,W995,,3,3,CLICKTAG,1,0,0,0,1,1,1,,,2009_march,Access Netfront
10358,sonyericsson_w995_ver1,generic_sonyericsson_netfront_ver3_4,SonyEricsson,W995,,NULL,NULL,NULL,5,0,0,0,5,0,0,,,2009_march,Access Netfront
10370,mot_ve66_ver1,generic_xhtml,Motorola,VE66,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2009_march,Symphony browser
10424,apple_iphone_ver3,apple_iphone_ver2_2_1,Apple,iPhone,,11,NULL,WAPPIN,27,0,0,0,27,7,0,iPhone OS,3,2009_june,Safari
10430,htc_touch_hd_t8282_submoz40,htc_touch_hd_t8282ver1,HTC,Blackstone,BlackStone,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Windows Mobile OS,6.1,2009_march,Microsoft Mobile Explorer
10454,apple_ipod_touch_ver3,apple_ipod_touch_ver2_2_1,Apple,iPod Touch,,11,NULL,WAPPIN,3,0,0,0,3,0,0,iPhone OS,3,2009_june,Safari
10474,nokia_2330c_ver1,nokia_generic_series40_dp50,Nokia,2330 classic,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2008_november,Nokia
10474,nokia_2330c_ver1,nokia_generic_series40_dp50,Nokia,2330 classic,,9,9,JAVA_APP,12,0,0,0,12,12,12,,,2008_november,Nokia
10474,nokia_2330c_ver1,nokia_generic_series40_dp50,Nokia,2330 classic,,9,NULL,JAVA_APP,22,0,0,0,22,0,0,,,2008_november,Nokia
10502,nokia_n81_ver1_sub_8gb_fl3,nokia_n81_ver1_sub1110045,Nokia,N81,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.2,2007_august,Safari
10502,nokia_n81_ver1_sub_8gb_fl3,nokia_n81_ver1_sub1110045,Nokia,N81,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.2,2007_august,Safari
10524,nokia_e71_ver1_sub21021006,nokia_e71_ver1,Nokia,E71,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.2,2008_june,Safari
10524,nokia_e71_ver1_sub21021006,nokia_e71_ver1,Nokia,E71,,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,9.2,2008_june,Safari
10524,nokia_e71_ver1_sub21021006,nokia_e71_ver1,Nokia,E71,,3,NULL,CLICKTAG,6,0,0,0,6,0,0,Symbian OS,9.2,2008_june,Safari
10525,nokia_n70_ver1_sub50609201,nokia_n70_ver1,Nokia,N70,,3,NULL,CLICKTAG,6,0,0,0,6,0,0,Symbian OS,,2005_april,Nokia
10525,nokia_n70_ver1_sub50609201,nokia_n70_ver1,Nokia,N70,,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,,2005_april,Nokia
10529,nokia_2600c_ver1_2_sub0682,nokia_2600c_ver1_2,Nokia,2600 classic,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2008_january,Nokia
10529,nokia_2600c_ver1_2_sub0682,nokia_2600c_ver1_2,Nokia,2600 classic,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2008_january,Nokia
10529,nokia_2600c_ver1_2_sub0682,nokia_2600c_ver1_2,Nokia,2600 classic,,3,3,CLICKTAG,1,0,0,0,1,1,1,,,2008_january,Nokia
10541,blackberry8820_ver1_sub100,blackberry8820_ver1_sub102,RIM,BlackBerry 8820,,NULL,NULL,NULL,2,0,0,0,2,0,0,RIM OS,4.2,2008_july,BlackBerry
10542,nokia_6021_ver1_sub0393,nokia_6021_ver1_sub0450,Nokia,6021,,9,NULL,JAVA_APP,1,0,0,0,1,0,0,,,2005_march,Nokia
10543,sonyericsson_w890i_ver1_subr1fa,sonyericsson_w890i_ver1_subr1ea,SonyEricsson,W890i,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2008_january,Access Netfront
10543,sonyericsson_w890i_ver1_subr1fa,sonyericsson_w890i_ver1_subr1ea,SonyEricsson,W890i,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2008_january,Access Netfront
10554,nokia_5320_ver1_subua_10413,nokia_5320_ver1_subua,Nokia,5320 XpressMusic,XpressMusic,3,NULL,CLICKTAG,7,0,0,0,7,0,0,Symbian OS,9.3,2008_april,Safari
10554,nokia_5320_ver1_subua_10413,nokia_5320_ver1_subua,Nokia,5320 XpressMusic,XpressMusic,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,9.3,2008_april,Safari
10556,nokia_6630_ver1_sub23915,nokia_6630_ver1_sub2397,Nokia,6630,,3,NULL,CLICKTAG,2,0,0,0,2,0,0,Symbian OS,8,2004_june,Nokia
10557,nokia_6233_ver1_sub0560,nokia_6233_ver1_sub0543,Nokia,6233,,9,9,JAVA_APP,1,0,0,0,1,1,1,,,2005_december,Nokia
10557,nokia_6233_ver1_sub0560,nokia_6233_ver1_sub0543,Nokia,6233,,9,NULL,JAVA_APP,3,0,0,0,3,0,0,,,2005_december,Nokia
10557,nokia_6233_ver1_sub0560,nokia_6233_ver1_sub0543,Nokia,6233,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2005_december,Nokia
10572,nokia_2630_ver1_sub1_0561,nokia_2630_ver1_sub1,Nokia,2630,,9,NULL,JAVA_APP,2,0,0,0,2,0,0,,,2007_may,Nokia
10572,nokia_2630_ver1_sub1_0561,nokia_2630_ver1_sub1,Nokia,2630,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2007_may,Nokia
10587,nokia_n73_ver1_sub408394201,nokia_n73_ver1_sub407473101,Nokia,N73,,3,NULL,CLICKTAG,51,0,0,0,51,0,0,Symbian OS,9.1,2005_november,Nokia
10587,nokia_n73_ver1_sub408394201,nokia_n73_ver1_sub407473101,Nokia,N73,,9,NULL,JAVA_APP,18,0,0,0,18,0,0,Symbian OS,9.1,2005_november,Nokia
10587,nokia_n73_ver1_sub408394201,nokia_n73_ver1_sub407473101,Nokia,N73,,NULL,NULL,NULL,97,0,0,0,97,0,0,Symbian OS,9.1,2005_november,Nokia
10606,nokia_2626_ver1_sub0680,nokia_2626_ver1_sub351,Nokia,2626,,9,NULL,JAVA_APP,1,0,0,0,1,0,0,,,2006_november,Nokia
10608,nokia_6630_ver1_sub60308,nokia_6630_ver1_sub60340,Nokia,6630,,NULL,NULL,NULL,2,0,0,0,2,0,0,Symbian OS,8,2004_june,Nokia
10608,nokia_6630_ver1_sub60308,nokia_6630_ver1_sub60340,Nokia,6630,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,8,2004_june,Nokia
10610,nokia_n85_ver1_plain,nokia_n85_ver1,Nokia,N85,,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,9.3,2008_august,Safari
10611,nokia_2626_ver1_sub0461,nokia_2626_ver1_sub351,Nokia,2626,,9,NULL,JAVA_APP,4,0,0,0,4,0,0,,,2006_november,Nokia
10613,nokia_7610_supernova_ver1_sub0520,nokia_7610_supernova_ver1,Nokia,7610 Supernova,Supernova,3,NULL,CLICKTAG,3,0,0,0,3,0,0,,,2008_june,Nokia
10632,nokia_n96_ver1_sub1120,nokia_n96_ver1,Nokia,N96,,NULL,NULL,NULL,18,0,0,0,18,0,0,Symbian OS,9.3,2008_february,Safari
10632,nokia_n96_ver1_sub1120,nokia_n96_ver1,Nokia,N96,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.3,2008_february,Safari
10632,nokia_n96_ver1_sub1120,nokia_n96_ver1,Nokia,N96,,3,NULL,CLICKTAG,10,0,0,0,10,0,0,Symbian OS,9.3,2008_february,Safari
10633,nokia_n95_ver1_sub300015nosemi,nokia_n95_ver1_sub300015,Nokia,N95,,NULL,NULL,NULL,104,0,0,0,104,0,0,Symbian OS,9.2,2006_september,Safari
10633,nokia_n95_ver1_sub300015nosemi,nokia_n95_ver1_sub300015,Nokia,N95,,3,3,CLICKTAG,6,0,0,0,6,6,6,Symbian OS,9.2,2006_september,Safari
10633,nokia_n95_ver1_sub300015nosemi,nokia_n95_ver1_sub300015,Nokia,N95,,3,NULL,CLICKTAG,148,0,0,0,148,0,0,Symbian OS,9.2,2006_september,Safari
10633,nokia_n95_ver1_sub300015nosemi,nokia_n95_ver1_sub300015,Nokia,N95,,3,6,CLICKTAG>SMS_DIRECT,1,0,0,0,1,1,1,Symbian OS,9.2,2006_september,Safari
10634,nokia_n95_ver1_sub310017,nokia_n95_ver1,Nokia,N95,,3,NULL,CLICKTAG,70,0,0,0,70,0,0,Symbian OS,9.2,2006_september,Safari
10634,nokia_n95_ver1_sub310017,nokia_n95_ver1,Nokia,N95,,3,3,CLICKTAG,11,0,0,0,11,11,11,Symbian OS,9.2,2006_september,Safari
10634,nokia_n95_ver1_sub310017,nokia_n95_ver1,Nokia,N95,,NULL,NULL,NULL,65,0,0,0,65,0,0,Symbian OS,9.2,2006_september,Safari
10676,blackberry8900_ver1_sub461101,blackberry8900_ver1,RIM,BlackBerry 8900,Curve,9,NULL,JAVA_APP,5,0,0,0,5,0,0,RIM OS,4.6,2009_may,BlackBerry
10676,blackberry8900_ver1_sub461101,blackberry8900_ver1,RIM,BlackBerry 8900,Curve,NULL,NULL,NULL,3,0,0,0,3,0,0,RIM OS,4.6,2009_may,BlackBerry
10682,nokia_2760_ver2_sub0682,nokia_2760_ver1,Nokia,2760,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2009_may,Nokia
10682,nokia_2760_ver2_sub0682,nokia_2760_ver1,Nokia,2760,,3,NULL,CLICKTAG,2,0,0,0,2,0,0,,,2009_may,Nokia
10683,blackberry9000_ver1_sub460126,blackberry9000_ver1,RIM,BlackBerry 9000,Bold,9,NULL,JAVA_APP,1,0,0,0,1,0,0,RIM OS,4.6,2009_may,BlackBerry
10687,nokia_e50_ver1_sub300736030,nokia_e50_ver1,Nokia,E50,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.1,2009_may,Nokia
10688,nokia_5310_xpressmusic_ver2_sub0701,nokia_5310_xpressmusic_ver1,Nokia,5310 XpressMusic,XpressMusic,NULL,NULL,NULL,2,0,0,0,2,0,0,,,2009_may,Nokia
10696,nokia_6120c_ver1_sub601,nokia_6120c_ver1,Nokia,6120 classic,,NULL,NULL,NULL,132,0,0,0,132,0,0,Symbian OS,9.2,2009_may,Safari
10696,nokia_6120c_ver1_sub601,nokia_6120c_ver1,Nokia,6120 classic,,3,3,CLICKTAG,27,0,0,0,27,27,27,Symbian OS,9.2,2009_may,Safari
10696,nokia_6120c_ver1_sub601,nokia_6120c_ver1,Nokia,6120 classic,,3,6,CLICKTAG>SMS_DIRECT,1,0,0,0,1,1,1,Symbian OS,9.2,2009_may,Safari
10696,nokia_6120c_ver1_sub601,nokia_6120c_ver1,Nokia,6120 classic,,3,NULL,CLICKTAG,214,0,0,0,214,0,0,Symbian OS,9.2,2009_may,Safari
10698,nokia_7610_ver1_sub404214,nokia_7610_ver1,Nokia,7610,,9,NULL,JAVA_APP,2,0,0,0,2,0,0,Symbian OS,7.0s,2009_may,Nokia
10698,nokia_7610_ver1_sub404214,nokia_7610_ver1,Nokia,7610,,NULL,NULL,NULL,1,0,0,0,1,0,0,Symbian OS,7.0s,2009_may,Nokia
10744,samsung_sgh_c270_ver1,opwv_v62_generic,Samsung,SGH C270,,11,NULL,WAPPIN,3,0,0,0,3,0,0,,,2009_may,Openwave Mobile Browser
10748,nokia_n70_ver1_sub13054623,nokia_n70_ver1,Nokia,N70,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,,2005_april,Nokia
10760,nokia_5800d_ver1_sub210025,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,3,3,CLICKTAG,9,0,0,0,9,9,9,Symbian OS,9.4,2008_october,Safari
10760,nokia_5800d_ver1_sub210025,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,3,NULL,CLICKTAG,70,0,0,0,70,0,0,Symbian OS,9.4,2008_october,Safari
10760,nokia_5800d_ver1_sub210025,nokia_5800d_ver1_sub1100006,Nokia,5800 XpressMusic,XpressMusic,NULL,NULL,NULL,86,0,0,0,86,0,0,Symbian OS,9.4,2008_october,Safari
10764,sonyericsson_w395_ver1_sud,sonyericsson_w395_ver1,SonyEricsson,W395,,3,NULL,CLICKTAG,3,0,0,0,3,0,0,,,2009_may,Openwave Mobile Browser
10767,samsung_sgh_e250i_ver1,samsung_sgh_e250_ver1,Samsung,SGH E250i,,9,NULL,JAVA_APP,14,0,0,0,14,0,0,,,2009_may,Openwave Mobile Browser
10767,samsung_sgh_e250i_ver1,samsung_sgh_e250_ver1,Samsung,SGH E250i,,NULL,NULL,NULL,1,0,0,0,1,0,0,,,2009_may,Openwave Mobile Browser
10795,nokia_2720fold_ver1,nokia_generic_series40_dp50,Nokia,2720 fold,,3,NULL,CLICKTAG,10,0,0,0,10,0,0,,,2009_may,Nokia
10795,nokia_2720fold_ver1,nokia_generic_series40_dp50,Nokia,2720 fold,,NULL,NULL,NULL,2,0,0,0,2,0,0,,,2009_may,Nokia
10797,nokia_2323classic_ver1,nokia_generic_series40_dp50,Nokia,2323c-2,,9,NULL,JAVA_APP,2,0,0,0,2,0,0,,,2009_may,Nokia
10805,nokia_n95_ver1_sub310017nosemi,nokia_n95_ver1_sub310017,Nokia,N95,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.2,2006_september,Safari
10805,nokia_n95_ver1_sub310017nosemi,nokia_n95_ver1_sub310017,Nokia,N95,,NULL,NULL,NULL,2,0,0,0,2,0,0,Symbian OS,9.2,2006_september,Safari
10808,nokia_e75_ver1_sub1004878,nokia_e75_ver1,Nokia,E75,E75,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Symbian OS,9.3,2009_february,Safari
10861,nokia_n81_ver3,nokia_n81_ver1,Nokia,N81,,3,NULL,CLICKTAG,4,0,0,0,4,0,0,Symbian OS,9.2,2009_june,Safari
10861,nokia_n81_ver3,nokia_n81_ver1,Nokia,N81,,NULL,NULL,NULL,8,0,0,0,8,0,0,Symbian OS,9.2,2009_june,Safari
10861,nokia_n81_ver3,nokia_n81_ver1,Nokia,N81,,3,3,CLICKTAG,1,0,0,0,1,1,1,Symbian OS,9.2,2009_june,Safari
10864,nokia_e66_ver1_sub21021007,nokia_e66_ver1_sub20021118,Nokia,E66,,3,NULL,CLICKTAG,23,0,0,0,23,0,0,Symbian OS,9.2,2009_february,Safari
10864,nokia_e66_ver1_sub21021007,nokia_e66_ver1_sub20021118,Nokia,E66,,NULL,NULL,NULL,20,0,0,0,20,0,0,Symbian OS,9.2,2009_february,Safari
10864,nokia_e66_ver1_sub21021007,nokia_e66_ver1_sub20021118,Nokia,E66,,3,3,CLICKTAG,2,0,0,0,2,2,2,Symbian OS,9.2,2009_february,Safari
10866,nokia_n95_ver1_sub_8gb_310015,nokia_n95_8gb_ver1,Nokia,N95 8GB,,3,NULL,CLICKTAG,294,0,0,0,294,0,0,Symbian OS,9.2,2007_august,Safari
10866,nokia_n95_ver1_sub_8gb_310015,nokia_n95_8gb_ver1,Nokia,N95 8GB,,NULL,NULL,NULL,214,0,0,0,214,0,0,Symbian OS,9.2,2007_august,Safari
10866,nokia_n95_ver1_sub_8gb_310015,nokia_n95_8gb_ver1,Nokia,N95 8GB,,3,3,CLICKTAG,20,0,0,0,20,20,20,Symbian OS,9.2,2007_august,Safari
